Date,Florida
2021-03-01,-16.540834466171702
2021-04-01,83.2118461467932
2021-05-01,252.14507236388698
2021-06-01,147.12162572035183
2021-07-01,67.75258552108194
2021-08-01,80.44008675221399
2021-09-01,92.16829588978449
2021-10-01,77.59833410458121
2021-11-01,54.27215189873418
2021-12-01,51.717474596035316
2022-01-01,52.357723577235774
2022-02-01,46.64423459604182
2022-03-01,19.435673833508744
2022-04-01,10.086577920128114
2022-05-01,3.5031925043422953
2022-06-01,-6.288968530610241
2022-07-01,-6.96654257463306
2022-08-01,-5.982221109302617
2022-09-01,2.983698238933841
2022-10-01,-2.975585606712004
2022-11-01,-6.778771615980918
2022-12-01,-6.414423119153234
2023-01-01,-4.393832739163014
2023-02-01,-2.7682514618440206
2023-03-01,-2.0855188619864884
2023-04-01,1.2933287873622004
2023-05-01,0.9477888865253257
2023-06-01,5.346290863369656
2023-07-01,6.779661016949152
2023-08-01,6.253662174399404
2023-09-01,4.364655247118635
2023-10-01,10.932674490426189
2023-11-01,11.337410127165263
2023-12-01,11.5916183682568
2024-01-01,10.868326049781492
2024-02-01,13.34974244461925
2024-03-01,11.901088540327418
2024-04-01,4.86491338299973
2024-05-01,4.811519550456567
2024-06-01,3.881443170798419
2024-07-01,1.2507459124000477
2024-08-01,-2.225898631373139
2024-09-01,-2.917243288126211
