unit,time,value,role,group,units
RevPAR_Luxury,2016-03-01,407.33,outcome,class,dollar
RevPAR_Luxury,2016-04-01,358.19,outcome,class,dollar
RevPAR_Luxury,2016-05-01,295.29,outcome,class,dollar
RevPAR_Luxury,2016-06-01,360.66,outcome,class,dollar
RevPAR_Luxury,2016-07-01,406.4,outcome,class,dollar
RevPAR_Luxury,2016-08-01,396.99,outcome,class,dollar
RevPAR_Luxury,2016-09-01,296.9,outcome,class,dollar
RevPAR_Luxury,2016-10-01,305.24,outcome,class,dollar
RevPAR_Luxury,2016-11-01,327.43,outcome,class,dollar
RevPAR_Luxury,2016-12-01,514.05,outcome,class,dollar
RevPAR_Luxury,2017-01-01,425.86,outcome,class,dollar
RevPAR_Luxury,2017-02-01,412.37,outcome,class,dollar
RevPAR_Luxury,2017-03-01,415.15,outcome,class,dollar
RevPAR_Luxury,2017-04-01,392.53,outcome,class,dollar
RevPAR_Luxury,2017-05-01,330.91,outcome,class,dollar
RevPAR_Luxury,2017-06-01,393.83,outcome,class,dollar
RevPAR_Luxury,2017-07-01,445.23,outcome,class,dollar
RevPAR_Luxury,2017-08-01,423.45,outcome,class,dollar
RevPAR_Luxury,2017-09-01,300.05,outcome,class,dollar
RevPAR_Luxury,2017-10-01,322.76,outcome,class,dollar
RevPAR_Luxury,2017-11-01,349.7,outcome,class,dollar
RevPAR_Luxury,2017-12-01,532.94,outcome,class,dollar
RevPAR_Luxury,2018-01-01,474.69,outcome,class,dollar
RevPAR_Luxury,2018-02-01,477.25,outcome,class,dollar
RevPAR_Luxury,2018-03-01,474.8,outcome,class,dollar
RevPAR_Luxury,2018-04-01,413.66,outcome,class,dollar
RevPAR_Luxury,2018-05-01,364.28,outcome,class,dollar
RevPAR_Luxury,2018-06-01,400.69,outcome,class,dollar
RevPAR_Luxury,2018-07-01,454.68,outcome,class,dollar
RevPAR_Luxury,2018-08-01,407.45,outcome,class,dollar
RevPAR_Luxury,2018-09-01,299.46,outcome,class,dollar
RevPAR_Luxury,2018-10-01,331.42,outcome,class,dollar
RevPAR_Luxury,2018-11-01,357.66,outcome,class,dollar
RevPAR_Luxury,2018-12-01,525.78,outcome,class,dollar
RevPAR_Luxury,2019-01-01,445.16,outcome,class,dollar
RevPAR_Luxury,2019-02-01,447.27,outcome,class,dollar
RevPAR_Luxury,2019-03-01,442.82,outcome,class,dollar
RevPAR_Luxury,2019-04-01,422.21,outcome,class,dollar
RevPAR_Luxury,2019-05-01,361.77,outcome,class,dollar
RevPAR_Luxury,2019-06-01,442.99,outcome,class,dollar
RevPAR_Luxury,2019-07-01,505.75,outcome,class,dollar
RevPAR_Luxury,2019-08-01,469.19,outcome,class,dollar
RevPAR_Luxury,2019-09-01,329.03,outcome,class,dollar
RevPAR_Luxury,2019-10-01,349.26,outcome,class,dollar
RevPAR_Luxury,2019-11-01,370.72,outcome,class,dollar
RevPAR_Luxury,2019-12-01,582.35,outcome,class,dollar
RevPAR_Luxury,2020-01-01,493.47,outcome,class,dollar
RevPAR_Luxury,2020-02-01,486.4,outcome,class,dollar
RevPAR_Luxury,2020-03-01,219.31,outcome,class,dollar
RevPAR_Luxury,2020-05-01,13.18,outcome,class,dollar
RevPAR_Luxury,2020-06-01,26.47,outcome,class,dollar
RevPAR_Luxury,2020-07-01,40.46,outcome,class,dollar
RevPAR_Luxury,2020-08-01,10.33,outcome,class,dollar
RevPAR_Luxury,2020-09-01,14.94,outcome,class,dollar
RevPAR_Luxury,2020-10-01,56.87,outcome,class,dollar
RevPAR_Luxury,2020-11-01,95.31,outcome,class,dollar
RevPAR_Luxury,2020-12-01,168.44,outcome,class,dollar
RevPAR_Luxury,2021-01-01,134.85,outcome,class,dollar
RevPAR_Luxury,2021-02-01,188.34,outcome,class,dollar
RevPAR_Luxury,2021-03-01,296.55,outcome,class,dollar
RevPAR_Luxury,2021-04-01,334.73,outcome,class,dollar
RevPAR_Luxury,2021-05-01,353.79,outcome,class,dollar
RevPAR_Luxury,2021-06-01,529.54,outcome,class,dollar
RevPAR_Luxury,2021-07-01,598.91,outcome,class,dollar
RevPAR_Luxury,2021-08-01,532.96,outcome,class,dollar
RevPAR_Luxury,2021-09-01,308.06,outcome,class,dollar
RevPAR_Luxury,2021-10-01,309.41,outcome,class,dollar
RevPAR_Luxury,2021-11-01,416.6,outcome,class,dollar
RevPAR_Luxury,2021-12-01,626.76,outcome,class,dollar
RevPAR_Luxury,2022-01-01,427.28,outcome,class,dollar
RevPAR_Luxury,2022-02-01,472.06,outcome,class,dollar
RevPAR_Luxury,2022-03-01,536.53,outcome,class,dollar
RevPAR_Luxury,2022-04-01,548.1,outcome,class,dollar
RevPAR_Luxury,2022-05-01,453.56,outcome,class,dollar
RevPAR_Luxury,2022-06-01,545.85,outcome,class,dollar
RevPAR_Luxury,2022-07-01,599.23,outcome,class,dollar
RevPAR_Luxury,2022-08-01,537.58,outcome,class,dollar
RevPAR_Luxury,2022-09-01,402.6,outcome,class,dollar
RevPAR_Luxury,2022-10-01,401.31,outcome,class,dollar
RevPAR_Luxury,2022-11-01,448.71,outcome,class,dollar
RevPAR_Luxury,2022-12-01,629.18,outcome,class,dollar
RevPAR_Luxury,2023-01-01,535.95,outcome,class,dollar
RevPAR_Luxury,2023-02-01,524.13,outcome,class,dollar
RevPAR_Luxury,2023-03-01,536.63,outcome,class,dollar
RevPAR_Luxury,2023-04-01,517.45,outcome,class,dollar
RevPAR_Luxury,2023-05-01,436.23,outcome,class,dollar
RevPAR_Luxury,2023-06-01,528.69,outcome,class,dollar
RevPAR_Luxury,2023-07-01,585.92,outcome,class,dollar
RevPAR_Luxury,2023-08-01,489.35,outcome,class,dollar
RevPAR_Luxury,2023-09-01,381.56,outcome,class,dollar
RevPAR_Luxury,2023-10-01,403.62,outcome,class,dollar
RevPAR_Luxury,2023-11-01,443.22,outcome,class,dollar
RevPAR_Luxury,2023-12-01,607.78,outcome,class,dollar
RevPAR_Luxury,2024-01-01,515.46,outcome,class,dollar
RevPAR_Luxury,2024-02-01,502.34,outcome,class,dollar
RevPAR_Luxury,2024-03-01,538.71,outcome,class,dollar
RevPAR_Luxury,2024-04-01,502.29,outcome,class,dollar
RevPAR_Luxury,2024-05-01,418.97,outcome,class,dollar
RevPAR_Luxury,2024-06-01,508.37,outcome,class,dollar
RevPAR_Luxury,2024-07-01,553.85,outcome,class,dollar
RevPAR_Luxury,2024-08-01,500.12,outcome,class,dollar
RevPAR_Luxury,2024-09-01,373.72,outcome,class,dollar
RevPAR_Luxury,2024-10-01,396.07,outcome,class,dollar
RevPAR_Luxury,2024-11-01,469.07,outcome,class,dollar
RevPAR_Luxury,2024-12-01,688.07,outcome,class,dollar
RevPAR_Luxury,2025-01-01,599.87,outcome,class,dollar
RevPAR_Luxury,2025-02-01,616.71,outcome,class,dollar
RevPAR_Luxury,2025-03-01,523.06,outcome,class,dollar
RevPAR_Luxury,2025-04-01,482.45,outcome,class,dollar
RevPAR_Luxury,2025-05-01,489.27,outcome,class,dollar
RevPAR_Luxury,2025-06-01,583.72,outcome,class,dollar
RevPAR_Luxury,2025-07-01,615.94,outcome,class,dollar
RevPAR_Luxury,2025-08-01,575.14,outcome,class,dollar
RevPAR_Luxury,2025-09-01,405.0,outcome,class,dollar
RevPAR_Luxury,2025-10-01,458.85,outcome,class,dollar
RevPAR_Luxury,2025-11-01,519.83,outcome,class,dollar
RevPAR_Luxury,2025-12-01,795.25,outcome,class,dollar
RevPAR_Luxury,2026-01-01,538.18,outcome,class,dollar
RevPAR_Luxury,2026-02-01,548.83,outcome,class,dollar
RevPAR_Luxury,2026-03-01,516.78,outcome,class,dollar
RevPAR_Luxury,2026-04-01,508.21,outcome,class,dollar
RevPAR_Luxury,2026-05-01,454.03,outcome,class,dollar
RevPAR_MidscaleEconomy,2016-03-01,109.1,outcome,class,dollar
RevPAR_MidscaleEconomy,2016-04-01,99.58,outcome,class,dollar
RevPAR_MidscaleEconomy,2016-05-01,101.09,outcome,class,dollar
RevPAR_MidscaleEconomy,2016-06-01,110.22,outcome,class,dollar
RevPAR_MidscaleEconomy,2016-07-01,126.59,outcome,class,dollar
RevPAR_MidscaleEconomy,2016-08-01,114.23,outcome,class,dollar
RevPAR_MidscaleEconomy,2016-09-01,110.97,outcome,class,dollar
RevPAR_MidscaleEconomy,2016-10-01,104.56,outcome,class,dollar
RevPAR_MidscaleEconomy,2016-11-01,93.68,outcome,class,dollar
RevPAR_MidscaleEconomy,2016-12-01,122.34,outcome,class,dollar
RevPAR_MidscaleEconomy,2017-01-01,125.09,outcome,class,dollar
RevPAR_MidscaleEconomy,2017-02-01,135.52,outcome,class,dollar
RevPAR_MidscaleEconomy,2017-03-01,115.91,outcome,class,dollar
RevPAR_MidscaleEconomy,2017-04-01,105.71,outcome,class,dollar
RevPAR_MidscaleEconomy,2017-05-01,107.66,outcome,class,dollar
RevPAR_MidscaleEconomy,2017-06-01,119.23,outcome,class,dollar
RevPAR_MidscaleEconomy,2017-07-01,128.93,outcome,class,dollar
RevPAR_MidscaleEconomy,2017-08-01,113.4,outcome,class,dollar
RevPAR_MidscaleEconomy,2017-09-01,108.09,outcome,class,dollar
RevPAR_MidscaleEconomy,2017-10-01,109.6,outcome,class,dollar
RevPAR_MidscaleEconomy,2017-11-01,110.92,outcome,class,dollar
RevPAR_MidscaleEconomy,2017-12-01,140.49,outcome,class,dollar
RevPAR_MidscaleEconomy,2018-01-01,146.87,outcome,class,dollar
RevPAR_MidscaleEconomy,2018-02-01,154.39,outcome,class,dollar
RevPAR_MidscaleEconomy,2018-03-01,137.06,outcome,class,dollar
RevPAR_MidscaleEconomy,2018-04-01,130.42,outcome,class,dollar
RevPAR_MidscaleEconomy,2018-05-01,127.86,outcome,class,dollar
RevPAR_MidscaleEconomy,2018-06-01,137.66,outcome,class,dollar
RevPAR_MidscaleEconomy,2018-07-01,141.21,outcome,class,dollar
RevPAR_MidscaleEconomy,2018-08-01,123.33,outcome,class,dollar
RevPAR_MidscaleEconomy,2018-09-01,118.65,outcome,class,dollar
RevPAR_MidscaleEconomy,2018-10-01,102.59,outcome,class,dollar
RevPAR_MidscaleEconomy,2018-11-01,113.36,outcome,class,dollar
RevPAR_MidscaleEconomy,2018-12-01,142.75,outcome,class,dollar
RevPAR_MidscaleEconomy,2019-01-01,162.04,outcome,class,dollar
RevPAR_MidscaleEconomy,2019-02-01,154.22,outcome,class,dollar
RevPAR_MidscaleEconomy,2019-03-01,149.63,outcome,class,dollar
RevPAR_MidscaleEconomy,2019-04-01,123.37,outcome,class,dollar
RevPAR_MidscaleEconomy,2019-05-01,135.51,outcome,class,dollar
RevPAR_MidscaleEconomy,2019-06-01,142.43,outcome,class,dollar
RevPAR_MidscaleEconomy,2019-07-01,154.55,outcome,class,dollar
RevPAR_MidscaleEconomy,2019-08-01,145.59,outcome,class,dollar
RevPAR_MidscaleEconomy,2019-09-01,131.18,outcome,class,dollar
RevPAR_MidscaleEconomy,2019-10-01,121.34,outcome,class,dollar
RevPAR_MidscaleEconomy,2019-11-01,135.26,outcome,class,dollar
RevPAR_MidscaleEconomy,2019-12-01,174.7,outcome,class,dollar
RevPAR_MidscaleEconomy,2020-01-01,178.52,outcome,class,dollar
RevPAR_MidscaleEconomy,2020-02-01,177.47,outcome,class,dollar
RevPAR_MidscaleEconomy,2020-03-01,92.78,outcome,class,dollar
RevPAR_MidscaleEconomy,2020-04-01,20.58,outcome,class,dollar
RevPAR_MidscaleEconomy,2020-05-01,29.52,outcome,class,dollar
RevPAR_MidscaleEconomy,2020-07-01,40.45,outcome,class,dollar
RevPAR_MidscaleEconomy,2020-08-01,42.33,outcome,class,dollar
RevPAR_MidscaleEconomy,2020-09-01,41.7,outcome,class,dollar
RevPAR_MidscaleEconomy,2020-10-01,38.1,outcome,class,dollar
RevPAR_MidscaleEconomy,2020-11-01,47.0,outcome,class,dollar
RevPAR_MidscaleEconomy,2020-12-01,57.82,outcome,class,dollar
RevPAR_MidscaleEconomy,2021-01-01,52.46,outcome,class,dollar
RevPAR_MidscaleEconomy,2021-02-01,64.85,outcome,class,dollar
RevPAR_MidscaleEconomy,2021-03-01,92.95,outcome,class,dollar
RevPAR_MidscaleEconomy,2021-04-01,147.96,outcome,class,dollar
RevPAR_MidscaleEconomy,2021-05-01,163.87,outcome,class,dollar
RevPAR_MidscaleEconomy,2021-06-01,122.14,outcome,class,dollar
RevPAR_MidscaleEconomy,2021-07-01,235.24,outcome,class,dollar
RevPAR_MidscaleEconomy,2021-08-01,206.15,outcome,class,dollar
RevPAR_MidscaleEconomy,2021-09-01,158.82,outcome,class,dollar
RevPAR_MidscaleEconomy,2021-10-01,169.38,outcome,class,dollar
RevPAR_MidscaleEconomy,2021-11-01,180.15,outcome,class,dollar
RevPAR_MidscaleEconomy,2021-12-01,246.56,outcome,class,dollar
RevPAR_MidscaleEconomy,2022-01-01,216.68,outcome,class,dollar
RevPAR_MidscaleEconomy,2022-02-01,172.03,outcome,class,dollar
RevPAR_MidscaleEconomy,2022-03-01,168.09,outcome,class,dollar
RevPAR_MidscaleEconomy,2022-04-01,164.95,outcome,class,dollar
RevPAR_MidscaleEconomy,2022-05-01,163.76,outcome,class,dollar
RevPAR_MidscaleEconomy,2022-06-01,178.39,outcome,class,dollar
RevPAR_MidscaleEconomy,2022-07-01,212.56,outcome,class,dollar
RevPAR_MidscaleEconomy,2022-08-01,186.55,outcome,class,dollar
RevPAR_MidscaleEconomy,2022-09-01,171.84,outcome,class,dollar
RevPAR_MidscaleEconomy,2022-10-01,167.51,outcome,class,dollar
RevPAR_MidscaleEconomy,2022-11-01,141.91,outcome,class,dollar
RevPAR_MidscaleEconomy,2022-12-01,182.44,outcome,class,dollar
RevPAR_MidscaleEconomy,2023-01-01,206.39,outcome,class,dollar
RevPAR_MidscaleEconomy,2023-02-01,215.65,outcome,class,dollar
RevPAR_MidscaleEconomy,2023-03-01,199.13,outcome,class,dollar
RevPAR_MidscaleEconomy,2023-04-01,180.86,outcome,class,dollar
RevPAR_MidscaleEconomy,2023-05-01,173.03,outcome,class,dollar
RevPAR_MidscaleEconomy,2023-06-01,195.69,outcome,class,dollar
RevPAR_MidscaleEconomy,2023-07-01,207.36,outcome,class,dollar
RevPAR_MidscaleEconomy,2023-08-01,186.54,outcome,class,dollar
RevPAR_MidscaleEconomy,2023-09-01,182.6,outcome,class,dollar
RevPAR_MidscaleEconomy,2023-10-01,174.47,outcome,class,dollar
RevPAR_MidscaleEconomy,2023-11-01,168.86,outcome,class,dollar
RevPAR_MidscaleEconomy,2023-12-01,209.39,outcome,class,dollar
RevPAR_MidscaleEconomy,2024-01-01,172.38,outcome,class,dollar
RevPAR_MidscaleEconomy,2024-02-01,197.64,outcome,class,dollar
RevPAR_MidscaleEconomy,2024-03-01,175.11,outcome,class,dollar
RevPAR_MidscaleEconomy,2024-04-01,173.62,outcome,class,dollar
RevPAR_MidscaleEconomy,2024-05-01,162.59,outcome,class,dollar
RevPAR_MidscaleEconomy,2024-06-01,184.92,outcome,class,dollar
RevPAR_MidscaleEconomy,2024-07-01,200.85,outcome,class,dollar
RevPAR_MidscaleEconomy,2024-08-01,172.24,outcome,class,dollar
RevPAR_MidscaleEconomy,2024-09-01,143.98,outcome,class,dollar
RevPAR_MidscaleEconomy,2024-10-01,148.32,outcome,class,dollar
RevPAR_MidscaleEconomy,2024-11-01,147.6,outcome,class,dollar
RevPAR_MidscaleEconomy,2024-12-01,194.86,outcome,class,dollar
RevPAR_MidscaleEconomy,2025-01-01,179.35,outcome,class,dollar
RevPAR_MidscaleEconomy,2025-02-01,192.08,outcome,class,dollar
RevPAR_MidscaleEconomy,2025-03-01,184.4,outcome,class,dollar
RevPAR_MidscaleEconomy,2025-04-01,172.53,outcome,class,dollar
RevPAR_MidscaleEconomy,2025-05-01,163.32,outcome,class,dollar
RevPAR_MidscaleEconomy,2025-06-01,175.16,outcome,class,dollar
RevPAR_MidscaleEconomy,2025-07-01,188.35,outcome,class,dollar
RevPAR_MidscaleEconomy,2025-08-01,170.47,outcome,class,dollar
RevPAR_MidscaleEconomy,2025-09-01,144.36,outcome,class,dollar
RevPAR_MidscaleEconomy,2025-10-01,148.21,outcome,class,dollar
RevPAR_MidscaleEconomy,2025-11-01,139.9,outcome,class,dollar
RevPAR_MidscaleEconomy,2025-12-01,205.08,outcome,class,dollar
RevPAR_MidscaleEconomy,2026-01-01,184.47,outcome,class,dollar
RevPAR_MidscaleEconomy,2026-02-01,192.3,outcome,class,dollar
RevPAR_MidscaleEconomy,2026-03-01,175.97,outcome,class,dollar
RevPAR_MidscaleEconomy,2026-04-01,169.74,outcome,class,dollar
RevPAR_MidscaleEconomy,2026-05-01,159.08,outcome,class,dollar
RevPAR_UpperMidscale,2016-03-01,117.66,outcome,class,dollar
RevPAR_UpperMidscale,2016-04-01,108.65,outcome,class,dollar
RevPAR_UpperMidscale,2016-05-01,112.0,outcome,class,dollar
RevPAR_UpperMidscale,2016-06-01,123.46,outcome,class,dollar
RevPAR_UpperMidscale,2016-07-01,144.37,outcome,class,dollar
RevPAR_UpperMidscale,2016-08-01,127.08,outcome,class,dollar
RevPAR_UpperMidscale,2016-09-01,124.71,outcome,class,dollar
RevPAR_UpperMidscale,2016-10-01,116.63,outcome,class,dollar
RevPAR_UpperMidscale,2016-11-01,107.31,outcome,class,dollar
RevPAR_UpperMidscale,2016-12-01,133.73,outcome,class,dollar
RevPAR_UpperMidscale,2017-01-01,134.83,outcome,class,dollar
RevPAR_UpperMidscale,2017-02-01,137.53,outcome,class,dollar
RevPAR_UpperMidscale,2017-03-01,125.26,outcome,class,dollar
RevPAR_UpperMidscale,2017-04-01,117.99,outcome,class,dollar
RevPAR_UpperMidscale,2017-05-01,118.79,outcome,class,dollar
RevPAR_UpperMidscale,2017-06-01,136.12,outcome,class,dollar
RevPAR_UpperMidscale,2017-07-01,147.76,outcome,class,dollar
RevPAR_UpperMidscale,2017-08-01,130.16,outcome,class,dollar
RevPAR_UpperMidscale,2017-09-01,122.36,outcome,class,dollar
RevPAR_UpperMidscale,2017-10-01,118.97,outcome,class,dollar
RevPAR_UpperMidscale,2017-11-01,116.07,outcome,class,dollar
RevPAR_UpperMidscale,2017-12-01,142.55,outcome,class,dollar
RevPAR_UpperMidscale,2018-01-01,142.79,outcome,class,dollar
RevPAR_UpperMidscale,2018-02-01,152.55,outcome,class,dollar
RevPAR_UpperMidscale,2018-03-01,132.32,outcome,class,dollar
RevPAR_UpperMidscale,2018-04-01,125.25,outcome,class,dollar
RevPAR_UpperMidscale,2018-05-01,126.04,outcome,class,dollar
RevPAR_UpperMidscale,2018-06-01,143.75,outcome,class,dollar
RevPAR_UpperMidscale,2018-07-01,153.09,outcome,class,dollar
RevPAR_UpperMidscale,2018-08-01,136.62,outcome,class,dollar
RevPAR_UpperMidscale,2018-09-01,126.22,outcome,class,dollar
RevPAR_UpperMidscale,2018-10-01,119.99,outcome,class,dollar
RevPAR_UpperMidscale,2018-11-01,114.99,outcome,class,dollar
RevPAR_UpperMidscale,2018-12-01,148.55,outcome,class,dollar
RevPAR_UpperMidscale,2019-01-01,137.63,outcome,class,dollar
RevPAR_UpperMidscale,2019-02-01,148.55,outcome,class,dollar
RevPAR_UpperMidscale,2019-03-01,125.73,outcome,class,dollar
RevPAR_UpperMidscale,2019-04-01,124.3,outcome,class,dollar
RevPAR_UpperMidscale,2019-05-01,131.84,outcome,class,dollar
RevPAR_UpperMidscale,2019-06-01,146.76,outcome,class,dollar
RevPAR_UpperMidscale,2019-07-01,153.95,outcome,class,dollar
RevPAR_UpperMidscale,2019-08-01,149.76,outcome,class,dollar
RevPAR_UpperMidscale,2019-09-01,134.35,outcome,class,dollar
RevPAR_UpperMidscale,2019-10-01,124.34,outcome,class,dollar
RevPAR_UpperMidscale,2019-11-01,127.94,outcome,class,dollar
RevPAR_UpperMidscale,2019-12-01,160.17,outcome,class,dollar
RevPAR_UpperMidscale,2020-01-01,161.04,outcome,class,dollar
RevPAR_UpperMidscale,2020-02-01,154.73,outcome,class,dollar
RevPAR_UpperMidscale,2020-03-01,75.22,outcome,class,dollar
RevPAR_UpperMidscale,2020-04-01,17.06,outcome,class,dollar
RevPAR_UpperMidscale,2020-05-01,24.28,outcome,class,dollar
RevPAR_UpperMidscale,2020-06-01,29.12,outcome,class,dollar
RevPAR_UpperMidscale,2020-07-01,41.45,outcome,class,dollar
RevPAR_UpperMidscale,2020-08-01,41.38,outcome,class,dollar
RevPAR_UpperMidscale,2020-09-01,35.36,outcome,class,dollar
RevPAR_UpperMidscale,2020-10-01,36.32,outcome,class,dollar
RevPAR_UpperMidscale,2020-11-01,39.01,outcome,class,dollar
RevPAR_UpperMidscale,2020-12-01,43.17,outcome,class,dollar
RevPAR_UpperMidscale,2021-01-01,42.89,outcome,class,dollar
RevPAR_UpperMidscale,2021-02-01,49.18,outcome,class,dollar
RevPAR_UpperMidscale,2021-03-01,66.9,outcome,class,dollar
RevPAR_UpperMidscale,2021-04-01,79.55,outcome,class,dollar
RevPAR_UpperMidscale,2021-05-01,103.71,outcome,class,dollar
RevPAR_UpperMidscale,2021-06-01,127.69,outcome,class,dollar
RevPAR_UpperMidscale,2021-07-01,158.16,outcome,class,dollar
RevPAR_UpperMidscale,2021-08-01,138.25,outcome,class,dollar
RevPAR_UpperMidscale,2021-09-01,92.41,outcome,class,dollar
RevPAR_UpperMidscale,2021-10-01,90.42,outcome,class,dollar
RevPAR_UpperMidscale,2021-11-01,94.58,outcome,class,dollar
RevPAR_UpperMidscale,2021-12-01,167.54,outcome,class,dollar
RevPAR_UpperMidscale,2022-01-01,181.28,outcome,class,dollar
RevPAR_UpperMidscale,2022-02-01,168.33,outcome,class,dollar
RevPAR_UpperMidscale,2022-03-01,172.96,outcome,class,dollar
RevPAR_UpperMidscale,2022-04-01,169.43,outcome,class,dollar
RevPAR_UpperMidscale,2022-05-01,159.35,outcome,class,dollar
RevPAR_UpperMidscale,2022-06-01,176.52,outcome,class,dollar
RevPAR_UpperMidscale,2022-07-01,213.35,outcome,class,dollar
RevPAR_UpperMidscale,2022-08-01,185.75,outcome,class,dollar
RevPAR_UpperMidscale,2022-09-01,168.75,outcome,class,dollar
RevPAR_UpperMidscale,2022-10-01,157.77,outcome,class,dollar
RevPAR_UpperMidscale,2022-11-01,137.92,outcome,class,dollar
RevPAR_UpperMidscale,2022-12-01,184.22,outcome,class,dollar
RevPAR_UpperMidscale,2023-01-01,186.54,outcome,class,dollar
RevPAR_UpperMidscale,2023-02-01,204.46,outcome,class,dollar
RevPAR_UpperMidscale,2023-03-01,185.96,outcome,class,dollar
RevPAR_UpperMidscale,2023-04-01,161.72,outcome,class,dollar
RevPAR_UpperMidscale,2023-05-01,150.25,outcome,class,dollar
RevPAR_UpperMidscale,2023-06-01,168.72,outcome,class,dollar
RevPAR_UpperMidscale,2023-07-01,169.23,outcome,class,dollar
RevPAR_UpperMidscale,2023-08-01,166.66,outcome,class,dollar
RevPAR_UpperMidscale,2023-09-01,176.29,outcome,class,dollar
RevPAR_UpperMidscale,2023-10-01,174.03,outcome,class,dollar
RevPAR_UpperMidscale,2023-11-01,161.73,outcome,class,dollar
RevPAR_UpperMidscale,2023-12-01,195.31,outcome,class,dollar
RevPAR_UpperMidscale,2024-01-01,181.05,outcome,class,dollar
RevPAR_UpperMidscale,2024-02-01,188.34,outcome,class,dollar
RevPAR_UpperMidscale,2024-03-01,164.64,outcome,class,dollar
RevPAR_UpperMidscale,2024-04-01,155.6,outcome,class,dollar
RevPAR_UpperMidscale,2024-05-01,140.45,outcome,class,dollar
RevPAR_UpperMidscale,2024-06-01,149.9,outcome,class,dollar
RevPAR_UpperMidscale,2024-07-01,158.47,outcome,class,dollar
RevPAR_UpperMidscale,2024-08-01,146.42,outcome,class,dollar
RevPAR_UpperMidscale,2024-09-01,127.94,outcome,class,dollar
RevPAR_UpperMidscale,2024-10-01,135.08,outcome,class,dollar
RevPAR_UpperMidscale,2024-11-01,127.65,outcome,class,dollar
RevPAR_UpperMidscale,2024-12-01,154.41,outcome,class,dollar
RevPAR_UpperMidscale,2025-01-01,152.42,outcome,class,dollar
RevPAR_UpperMidscale,2025-02-01,171.99,outcome,class,dollar
RevPAR_UpperMidscale,2025-03-01,148.28,outcome,class,dollar
RevPAR_UpperMidscale,2025-04-01,139.93,outcome,class,dollar
RevPAR_UpperMidscale,2025-05-01,130.42,outcome,class,dollar
RevPAR_UpperMidscale,2025-06-01,136.37,outcome,class,dollar
RevPAR_UpperMidscale,2025-07-01,146.63,outcome,class,dollar
RevPAR_UpperMidscale,2025-08-01,134.34,outcome,class,dollar
RevPAR_UpperMidscale,2025-09-01,122.39,outcome,class,dollar
RevPAR_UpperMidscale,2025-10-01,129.39,outcome,class,dollar
RevPAR_UpperMidscale,2025-11-01,118.8,outcome,class,dollar
RevPAR_UpperMidscale,2025-12-01,156.23,outcome,class,dollar
RevPAR_UpperMidscale,2026-01-01,154.0,outcome,class,dollar
RevPAR_UpperMidscale,2026-02-01,161.29,outcome,class,dollar
RevPAR_UpperMidscale,2026-03-01,143.24,outcome,class,dollar
RevPAR_UpperMidscale,2026-04-01,137.43,outcome,class,dollar
RevPAR_UpperMidscale,2026-05-01,138.96,outcome,class,dollar
RevPAR_UpperUpscale,2016-03-01,214.31,outcome,class,dollar
RevPAR_UpperUpscale,2016-04-01,202.28,outcome,class,dollar
RevPAR_UpperUpscale,2016-05-01,194.94,outcome,class,dollar
RevPAR_UpperUpscale,2016-06-01,229.43,outcome,class,dollar
RevPAR_UpperUpscale,2016-07-01,248.24,outcome,class,dollar
RevPAR_UpperUpscale,2016-08-01,236.54,outcome,class,dollar
RevPAR_UpperUpscale,2016-09-01,211.47,outcome,class,dollar
RevPAR_UpperUpscale,2016-10-01,207.94,outcome,class,dollar
RevPAR_UpperUpscale,2016-11-01,204.59,outcome,class,dollar
RevPAR_UpperUpscale,2016-12-01,251.21,outcome,class,dollar
RevPAR_UpperUpscale,2017-01-01,245.31,outcome,class,dollar
RevPAR_UpperUpscale,2017-02-01,241.3,outcome,class,dollar
RevPAR_UpperUpscale,2017-03-01,218.61,outcome,class,dollar
RevPAR_UpperUpscale,2017-04-01,215.06,outcome,class,dollar
RevPAR_UpperUpscale,2017-05-01,208.35,outcome,class,dollar
RevPAR_UpperUpscale,2017-06-01,236.33,outcome,class,dollar
RevPAR_UpperUpscale,2017-07-01,257.75,outcome,class,dollar
RevPAR_UpperUpscale,2017-08-01,238.4,outcome,class,dollar
RevPAR_UpperUpscale,2017-09-01,205.57,outcome,class,dollar
RevPAR_UpperUpscale,2017-10-01,214.98,outcome,class,dollar
RevPAR_UpperUpscale,2017-11-01,207.63,outcome,class,dollar
RevPAR_UpperUpscale,2017-12-01,256.01,outcome,class,dollar
RevPAR_UpperUpscale,2018-01-01,244.68,outcome,class,dollar
RevPAR_UpperUpscale,2018-02-01,256.62,outcome,class,dollar
RevPAR_UpperUpscale,2018-03-01,238.45,outcome,class,dollar
RevPAR_UpperUpscale,2018-04-01,225.65,outcome,class,dollar
RevPAR_UpperUpscale,2018-05-01,214.49,outcome,class,dollar
RevPAR_UpperUpscale,2018-06-01,241.98,outcome,class,dollar
RevPAR_UpperUpscale,2018-07-01,261.36,outcome,class,dollar
RevPAR_UpperUpscale,2018-08-01,230.66,outcome,class,dollar
RevPAR_UpperUpscale,2018-09-01,200.27,outcome,class,dollar
RevPAR_UpperUpscale,2018-10-01,203.46,outcome,class,dollar
RevPAR_UpperUpscale,2018-11-01,195.96,outcome,class,dollar
RevPAR_UpperUpscale,2018-12-01,250.17,outcome,class,dollar
RevPAR_UpperUpscale,2019-01-01,242.04,outcome,class,dollar
RevPAR_UpperUpscale,2019-02-01,244.29,outcome,class,dollar
