unit,time,value,role,group,units
Occupancy_Kauai,2024-02-01,75.2,outcome,island,percent
Occupancy_Kauai,2024-03-01,72.7,outcome,island,percent
Occupancy_Kauai,2024-04-01,71.7,outcome,island,percent
Occupancy_Kauai,2024-05-01,71.6,outcome,island,percent
Occupancy_Kauai,2024-06-01,73.4,outcome,island,percent
Occupancy_Kauai,2024-07-01,75.5,outcome,island,percent
Occupancy_Kauai,2024-08-01,72.4,outcome,island,percent
Occupancy_Kauai,2024-09-01,73.1,outcome,island,percent
Occupancy_Kauai,2024-10-01,74.2,outcome,island,percent
Occupancy_Kauai,2024-11-01,74.0,outcome,island,percent
Occupancy_Kauai,2024-12-01,74.1,outcome,island,percent
Occupancy_Kauai,2025-01-01,78.0,outcome,island,percent
Occupancy_Kauai,2025-02-01,76.7,outcome,island,percent
Occupancy_Kauai,2025-03-01,75.9,outcome,island,percent
Occupancy_Kauai,2025-04-01,76.5,outcome,island,percent
Occupancy_Kauai,2025-05-01,75.1,outcome,island,percent
Occupancy_Kauai,2025-06-01,74.6,outcome,island,percent
Occupancy_Kauai,2025-07-01,74.1,outcome,island,percent
Occupancy_Kauai,2025-08-01,74.3,outcome,island,percent
Occupancy_Kauai,2025-09-01,75.3,outcome,island,percent
Occupancy_Kauai,2025-10-01,76.1,outcome,island,percent
Occupancy_Kauai,2025-11-01,74.9,outcome,island,percent
Occupancy_Kauai,2025-12-01,75.8,outcome,island,percent
Occupancy_Kauai,2026-01-01,76.1,outcome,island,percent
Occupancy_Kauai,2026-02-01,75.7,outcome,island,percent
Occupancy_Kauai,2026-03-01,75.9,outcome,island,percent
Occupancy_Kauai,2026-04-01,75.3,outcome,island,percent
Occupancy_Kauai,2026-05-01,77.6,outcome,island,percent
Occupancy_Maui,1990-01-01,73.9,outcome,island,percent
Occupancy_Maui,1990-02-01,73.8,outcome,island,percent
Occupancy_Maui,1990-03-01,72.9,outcome,island,percent
Occupancy_Maui,1990-04-01,70.8,outcome,island,percent
Occupancy_Maui,1990-05-01,67.9,outcome,island,percent
Occupancy_Maui,1990-06-01,65.4,outcome,island,percent
Occupancy_Maui,1990-07-01,67.6,outcome,island,percent
Occupancy_Maui,1990-08-01,66.7,outcome,island,percent
Occupancy_Maui,1990-09-01,65.7,outcome,island,percent
Occupancy_Maui,1990-10-01,67.7,outcome,island,percent
Occupancy_Maui,1990-11-01,68.4,outcome,island,percent
Occupancy_Maui,1990-12-01,69.2,outcome,island,percent
Occupancy_Maui,1991-01-01,73.1,outcome,island,percent
Occupancy_Maui,1991-02-01,71.8,outcome,island,percent
Occupancy_Maui,1991-03-01,72.1,outcome,island,percent
Occupancy_Maui,1991-04-01,68.2,outcome,island,percent
Occupancy_Maui,1991-05-01,71.2,outcome,island,percent
Occupancy_Maui,1991-06-01,69.2,outcome,island,percent
Occupancy_Maui,1991-07-01,69.4,outcome,island,percent
Occupancy_Maui,1991-08-01,69.3,outcome,island,percent
Occupancy_Maui,1991-09-01,69.2,outcome,island,percent
Occupancy_Maui,1991-10-01,68.4,outcome,island,percent
Occupancy_Maui,1991-11-01,69.2,outcome,island,percent
Occupancy_Maui,1991-12-01,64.7,outcome,island,percent
Occupancy_Maui,1992-01-01,59.3,outcome,island,percent
Occupancy_Maui,1992-02-01,53.0,outcome,island,percent
Occupancy_Maui,1992-03-01,62.3,outcome,island,percent
Occupancy_Maui,1992-04-01,67.7,outcome,island,percent
Occupancy_Maui,1992-05-01,66.4,outcome,island,percent
Occupancy_Maui,1992-06-01,68.2,outcome,island,percent
Occupancy_Maui,1992-07-01,67.9,outcome,island,percent
Occupancy_Maui,1992-08-01,68.8,outcome,island,percent
Occupancy_Maui,1992-09-01,66.6,outcome,island,percent
Occupancy_Maui,1992-10-01,61.3,outcome,island,percent
Occupancy_Maui,1992-11-01,60.1,outcome,island,percent
Occupancy_Maui,1992-12-01,62.2,outcome,island,percent
Occupancy_Maui,1993-01-01,59.2,outcome,island,percent
Occupancy_Maui,1993-02-01,60.5,outcome,island,percent
Occupancy_Maui,1993-03-01,58.0,outcome,island,percent
Occupancy_Maui,1993-04-01,59.6,outcome,island,percent
Occupancy_Maui,1993-05-01,61.6,outcome,island,percent
Occupancy_Maui,1993-06-01,64.0,outcome,island,percent
Occupancy_Maui,1993-07-01,60.4,outcome,island,percent
Occupancy_Maui,1993-08-01,61.0,outcome,island,percent
Occupancy_Maui,1993-09-01,72.5,outcome,island,percent
Occupancy_Maui,1993-10-01,73.1,outcome,island,percent
Occupancy_Maui,1993-11-01,72.5,outcome,island,percent
Occupancy_Maui,1993-12-01,69.5,outcome,island,percent
Occupancy_Maui,1994-01-01,72.2,outcome,island,percent
Occupancy_Maui,1994-02-01,66.4,outcome,island,percent
Occupancy_Maui,1994-03-01,67.9,outcome,island,percent
Occupancy_Maui,1994-04-01,67.7,outcome,island,percent
Occupancy_Maui,1994-05-01,68.6,outcome,island,percent
Occupancy_Maui,1994-06-01,65.6,outcome,island,percent
Occupancy_Maui,1994-07-01,66.0,outcome,island,percent
Occupancy_Maui,1994-08-01,66.5,outcome,island,percent
Occupancy_Maui,1994-09-01,66.4,outcome,island,percent
Occupancy_Maui,1994-10-01,68.6,outcome,island,percent
Occupancy_Maui,1994-11-01,68.4,outcome,island,percent
Occupancy_Maui,1994-12-01,70.7,outcome,island,percent
Occupancy_Maui,1995-01-01,67.7,outcome,island,percent
Occupancy_Maui,1995-02-01,75.0,outcome,island,percent
Occupancy_Maui,1995-03-01,73.9,outcome,island,percent
Occupancy_Maui,1995-04-01,73.0,outcome,island,percent
Occupancy_Maui,1995-05-01,72.7,outcome,island,percent
Occupancy_Maui,1995-06-01,75.5,outcome,island,percent
Occupancy_Maui,1995-07-01,76.0,outcome,island,percent
Occupancy_Maui,1995-08-01,74.8,outcome,island,percent
Occupancy_Maui,1995-09-01,77.2,outcome,island,percent
Occupancy_Maui,1995-10-01,75.5,outcome,island,percent
Occupancy_Maui,1995-11-01,74.4,outcome,island,percent
Occupancy_Maui,1995-12-01,75.9,outcome,island,percent
Occupancy_Maui,1996-01-01,76.6,outcome,island,percent
Occupancy_Maui,1996-02-01,74.6,outcome,island,percent
Occupancy_Maui,1996-03-01,72.1,outcome,island,percent
Occupancy_Maui,1996-04-01,71.5,outcome,island,percent
Occupancy_Maui,1996-05-01,69.7,outcome,island,percent
Occupancy_Maui,1996-06-01,71.6,outcome,island,percent
Occupancy_Maui,1996-07-01,70.3,outcome,island,percent
Occupancy_Maui,1996-08-01,71.5,outcome,island,percent
Occupancy_Maui,1996-09-01,70.8,outcome,island,percent
Occupancy_Maui,1996-10-01,71.3,outcome,island,percent
Occupancy_Maui,1996-11-01,70.2,outcome,island,percent
Occupancy_Maui,1996-12-01,68.9,outcome,island,percent
Occupancy_Maui,1997-01-01,73.4,outcome,island,percent
Occupancy_Maui,1997-02-01,72.3,outcome,island,percent
Occupancy_Maui,1997-03-01,72.6,outcome,island,percent
Occupancy_Maui,1997-04-01,71.5,outcome,island,percent
Occupancy_Maui,1997-05-01,71.3,outcome,island,percent
Occupancy_Maui,1997-06-01,70.6,outcome,island,percent
Occupancy_Maui,1997-07-01,73.8,outcome,island,percent
Occupancy_Maui,1997-08-01,73.4,outcome,island,percent
Occupancy_Maui,1997-09-01,72.2,outcome,island,percent
Occupancy_Maui,1997-10-01,70.4,outcome,island,percent
Occupancy_Maui,1997-11-01,72.8,outcome,island,percent
Occupancy_Maui,1997-12-01,73.7,outcome,island,percent
Occupancy_Maui,1998-01-01,73.0,outcome,island,percent
Occupancy_Maui,1998-02-01,71.0,outcome,island,percent
Occupancy_Maui,1998-03-01,73.3,outcome,island,percent
Occupancy_Maui,1998-04-01,74.7,outcome,island,percent
Occupancy_Maui,1998-05-01,72.8,outcome,island,percent
Occupancy_Maui,1998-06-01,80.1,outcome,island,percent
Occupancy_Maui,1998-07-01,69.8,outcome,island,percent
Occupancy_Maui,1998-08-01,71.9,outcome,island,percent
Occupancy_Maui,1998-09-01,73.6,outcome,island,percent
Occupancy_Maui,1998-10-01,76.4,outcome,island,percent
Occupancy_Maui,1998-11-01,73.8,outcome,island,percent
Occupancy_Maui,1998-12-01,76.4,outcome,island,percent
Occupancy_Maui,1999-01-01,77.3,outcome,island,percent
Occupancy_Maui,1999-02-01,78.1,outcome,island,percent
Occupancy_Maui,1999-03-01,77.8,outcome,island,percent
Occupancy_Maui,1999-04-01,76.2,outcome,island,percent
Occupancy_Maui,1999-05-01,75.3,outcome,island,percent
Occupancy_Maui,1999-06-01,76.0,outcome,island,percent
Occupancy_Maui,1999-07-01,77.5,outcome,island,percent
Occupancy_Maui,1999-08-01,77.7,outcome,island,percent
Occupancy_Maui,1999-09-01,77.8,outcome,island,percent
Occupancy_Maui,1999-10-01,80.2,outcome,island,percent
Occupancy_Maui,1999-11-01,78.5,outcome,island,percent
Occupancy_Maui,1999-12-01,72.6,outcome,island,percent
Occupancy_Maui,2000-01-01,75.2,outcome,island,percent
Occupancy_Maui,2000-02-01,79.7,outcome,island,percent
Occupancy_Maui,2000-03-01,79.9,outcome,island,percent
Occupancy_Maui,2000-04-01,80.6,outcome,island,percent
Occupancy_Maui,2000-05-01,82.6,outcome,island,percent
Occupancy_Maui,2000-06-01,80.9,outcome,island,percent
Occupancy_Maui,2000-07-01,80.5,outcome,island,percent
Occupancy_Maui,2000-08-01,77.7,outcome,island,percent
Occupancy_Maui,2000-09-01,82.7,outcome,island,percent
Occupancy_Maui,2000-10-01,79.9,outcome,island,percent
Occupancy_Maui,2000-11-01,82.2,outcome,island,percent
Occupancy_Maui,2000-12-01,81.1,outcome,island,percent
Occupancy_Maui,2001-01-01,79.9,outcome,island,percent
Occupancy_Maui,2001-02-01,76.3,outcome,island,percent
Occupancy_Maui,2001-03-01,77.0,outcome,island,percent
Occupancy_Maui,2001-04-01,76.2,outcome,island,percent
Occupancy_Maui,2001-05-01,75.8,outcome,island,percent
Occupancy_Maui,2001-06-01,75.6,outcome,island,percent
Occupancy_Maui,2001-07-01,75.4,outcome,island,percent
Occupancy_Maui,2001-08-01,74.3,outcome,island,percent
Occupancy_Maui,2001-09-01,62.6,outcome,island,percent
Occupancy_Maui,2001-10-01,63.5,outcome,island,percent
Occupancy_Maui,2001-11-01,69.6,outcome,island,percent
Occupancy_Maui,2001-12-01,67.6,outcome,island,percent
Occupancy_Maui,2002-01-01,67.7,outcome,island,percent
Occupancy_Maui,2002-02-01,70.7,outcome,island,percent
Occupancy_Maui,2002-03-01,71.1,outcome,island,percent
Occupancy_Maui,2002-04-01,71.5,outcome,island,percent
Occupancy_Maui,2002-05-01,71.0,outcome,island,percent
Occupancy_Maui,2002-06-01,74.1,outcome,island,percent
Occupancy_Maui,2002-07-01,72.8,outcome,island,percent
Occupancy_Maui,2002-08-01,74.5,outcome,island,percent
Occupancy_Maui,2002-09-01,70.2,outcome,island,percent
Occupancy_Maui,2002-10-01,71.7,outcome,island,percent
Occupancy_Maui,2002-11-01,68.2,outcome,island,percent
Occupancy_Maui,2002-12-01,71.7,outcome,island,percent
Occupancy_Maui,2003-01-01,73.2,outcome,island,percent
Occupancy_Maui,2003-02-01,72.6,outcome,island,percent
Occupancy_Maui,2003-03-01,72.2,outcome,island,percent
Occupancy_Maui,2003-04-01,73.1,outcome,island,percent
Occupancy_Maui,2003-05-01,74.2,outcome,island,percent
Occupancy_Maui,2003-06-01,73.9,outcome,island,percent
Occupancy_Maui,2003-07-01,77.3,outcome,island,percent
Occupancy_Maui,2003-08-01,77.3,outcome,island,percent
Occupancy_Maui,2003-09-01,73.1,outcome,island,percent
Occupancy_Maui,2003-10-01,74.1,outcome,island,percent
Occupancy_Maui,2003-11-01,74.6,outcome,island,percent
Occupancy_Maui,2003-12-01,79.5,outcome,island,percent
Occupancy_Maui,2004-01-01,78.3,outcome,island,percent
Occupancy_Maui,2004-02-01,75.9,outcome,island,percent
Occupancy_Maui,2004-03-01,77.3,outcome,island,percent
Occupancy_Maui,2004-04-01,79.9,outcome,island,percent
Occupancy_Maui,2004-05-01,78.6,outcome,island,percent
Occupancy_Maui,2004-06-01,77.7,outcome,island,percent
Occupancy_Maui,2004-07-01,76.8,outcome,island,percent
Occupancy_Maui,2004-08-01,77.3,outcome,island,percent
Occupancy_Maui,2004-09-01,78.9,outcome,island,percent
Occupancy_Maui,2004-10-01,78.2,outcome,island,percent
Occupancy_Maui,2004-11-01,77.7,outcome,island,percent
Occupancy_Maui,2004-12-01,77.2,outcome,island,percent
Occupancy_Maui,2005-01-01,78.7,outcome,island,percent
Occupancy_Maui,2005-02-01,78.5,outcome,island,percent
Occupancy_Maui,2005-03-01,80.1,outcome,island,percent
Occupancy_Maui,2005-04-01,77.6,outcome,island,percent
Occupancy_Maui,2005-05-01,80.8,outcome,island,percent
Occupancy_Maui,2005-06-01,82.1,outcome,island,percent
Occupancy_Maui,2005-07-01,79.6,outcome,island,percent
Occupancy_Maui,2005-08-01,77.1,outcome,island,percent
Occupancy_Maui,2005-09-01,80.8,outcome,island,percent
Occupancy_Maui,2005-10-01,80.1,outcome,island,percent
Occupancy_Maui,2005-11-01,79.6,outcome,island,percent
Occupancy_Maui,2005-12-01,79.0,outcome,island,percent
Occupancy_Maui,2006-01-01,79.8,outcome,island,percent
Occupancy_Maui,2006-02-01,79.0,outcome,island,percent
Occupancy_Maui,2006-03-01,78.6,outcome,island,percent
Occupancy_Maui,2006-04-01,81.6,outcome,island,percent
Occupancy_Maui,2006-05-01,83.0,outcome,island,percent
Occupancy_Maui,2006-06-01,80.6,outcome,island,percent
Occupancy_Maui,2006-07-01,80.2,outcome,island,percent
Occupancy_Maui,2006-08-01,79.6,outcome,island,percent
Occupancy_Maui,2006-09-01,81.1,outcome,island,percent
Occupancy_Maui,2006-10-01,79.2,outcome,island,percent
Occupancy_Maui,2006-11-01,77.3,outcome,island,percent
Occupancy_Maui,2006-12-01,78.6,outcome,island,percent
Occupancy_Maui,2007-01-01,75.7,outcome,island,percent
Occupancy_Maui,2007-02-01,73.8,outcome,island,percent
Occupancy_Maui,2007-03-01,74.4,outcome,island,percent
Occupancy_Maui,2007-04-01,73.5,outcome,island,percent
Occupancy_Maui,2007-05-01,73.7,outcome,island,percent
Occupancy_Maui,2007-06-01,75.9,outcome,island,percent
Occupancy_Maui,2007-07-01,76.4,outcome,island,percent
Occupancy_Maui,2007-08-01,76.4,outcome,island,percent
Occupancy_Maui,2007-09-01,77.2,outcome,island,percent
Occupancy_Maui,2007-10-01,77.0,outcome,island,percent
Occupancy_Maui,2007-11-01,77.7,outcome,island,percent
Occupancy_Maui,2007-12-01,76.3,outcome,island,percent
Occupancy_Maui,2008-01-01,75.7,outcome,island,percent
Occupancy_Maui,2008-02-01,74.7,outcome,island,percent
Occupancy_Maui,2008-03-01,74.3,outcome,island,percent
Occupancy_Maui,2008-04-01,71.2,outcome,island,percent
Occupancy_Maui,2008-05-01,70.5,outcome,island,percent
Occupancy_Maui,2008-06-01,65.7,outcome,island,percent
Occupancy_Maui,2008-07-01,65.0,outcome,island,percent
Occupancy_Maui,2008-08-01,65.5,outcome,island,percent
Occupancy_Maui,2008-09-01,62.2,outcome,island,percent
Occupancy_Maui,2008-10-01,63.9,outcome,island,percent
Occupancy_Maui,2008-11-01,64.8,outcome,island,percent
Occupancy_Maui,2008-12-01,61.4,outcome,island,percent
Occupancy_Maui,2009-01-01,58.3,outcome,island,percent
Occupancy_Maui,2009-02-01,60.5,outcome,island,percent
Occupancy_Maui,2009-03-01,57.8,outcome,island,percent
Occupancy_Maui,2009-04-01,57.3,outcome,island,percent
Occupancy_Maui,2009-05-01,58.4,outcome,island,percent
Occupancy_Maui,2009-06-01,60.4,outcome,island,percent
Occupancy_Maui,2009-07-01,59.0,outcome,island,percent
Occupancy_Maui,2009-08-01,60.3,outcome,island,percent
Occupancy_Maui,2009-09-01,58.6,outcome,island,percent
Occupancy_Maui,2009-10-01,58.9,outcome,island,percent
Occupancy_Maui,2009-11-01,57.6,outcome,island,percent
Occupancy_Maui,2009-12-01,61.6,outcome,island,percent
Occupancy_Maui,2010-01-01,64.4,outcome,island,percent
Occupancy_Maui,2010-02-01,66.3,outcome,island,percent
Occupancy_Maui,2010-03-01,65.9,outcome,island,percent
Occupancy_Maui,2010-04-01,67.3,outcome,island,percent
Occupancy_Maui,2010-05-01,66.6,outcome,island,percent
Occupancy_Maui,2010-06-01,67.8,outcome,island,percent
Occupancy_Maui,2010-07-01,70.1,outcome,island,percent
Occupancy_Maui,2010-08-01,70.2,outcome,island,percent
Occupancy_Maui,2010-09-01,69.8,outcome,island,percent
Occupancy_Maui,2010-10-01,70.6,outcome,island,percent
Occupancy_Maui,2010-11-01,69.8,outcome,island,percent
Occupancy_Maui,2010-12-01,69.1,outcome,island,percent
Occupancy_Maui,2011-01-01,69.7,outcome,island,percent
Occupancy_Maui,2011-02-01,72.1,outcome,island,percent
Occupancy_Maui,2011-03-01,71.8,outcome,island,percent
Occupancy_Maui,2011-04-01,70.0,outcome,island,percent
Occupancy_Maui,2011-05-01,67.2,outcome,island,percent
Occupancy_Maui,2011-06-01,68.7,outcome,island,percent
Occupancy_Maui,2011-07-01,69.6,outcome,island,percent
Occupancy_Maui,2011-08-01,68.9,outcome,island,percent
Occupancy_Maui,2011-09-01,72.2,outcome,island,percent
Occupancy_Maui,2011-10-01,69.9,outcome,island,percent
Occupancy_Maui,2011-11-01,72.2,outcome,island,percent
Occupancy_Maui,2011-12-01,70.6,outcome,island,percent
Occupancy_Maui,2012-01-01,73.6,outcome,island,percent
Occupancy_Maui,2012-02-01,72.9,outcome,island,percent
Occupancy_Maui,2012-03-01,72.5,outcome,island,percent
Occupancy_Maui,2012-04-01,72.3,outcome,island,percent
Occupancy_Maui,2012-05-01,70.1,outcome,island,percent
Occupancy_Maui,2012-06-01,69.8,outcome,island,percent
Occupancy_Maui,2012-07-01,72.1,outcome,island,percent
Occupancy_Maui,2012-08-01,73.3,outcome,island,percent
Occupancy_Maui,2012-09-01,70.9,outcome,island,percent
Occupancy_Maui,2012-10-01,72.6,outcome,island,percent
Occupancy_Maui,2012-11-01,73.9,outcome,island,percent
Occupancy_Maui,2012-12-01,74.9,outcome,island,percent
Occupancy_Maui,2013-01-01,74.5,outcome,island,percent
Occupancy_Maui,2013-02-01,72.6,outcome,island,percent
Occupancy_Maui,2013-03-01,73.0,outcome,island,percent
Occupancy_Maui,2013-04-01,73.8,outcome,island,percent
Occupancy_Maui,2013-05-01,71.6,outcome,island,percent
Occupancy_Maui,2013-06-01,71.6,outcome,island,percent
Occupancy_Maui,2013-07-01,71.6,outcome,island,percent
Occupancy_Maui,2013-08-01,72.3,outcome,island,percent
Occupancy_Maui,2013-09-01,69.2,outcome,island,percent
Occupancy_Maui,2013-10-01,69.2,outcome,island,percent
Occupancy_Maui,2013-11-01,69.7,outcome,island,percent
Occupancy_Maui,2013-12-01,71.0,outcome,island,percent
Occupancy_Maui,2014-01-01,72.1,outcome,island,percent
Occupancy_Maui,2014-02-01,72.5,outcome,island,percent
Occupancy_Maui,2014-03-01,71.9,outcome,island,percent
Occupancy_Maui,2014-04-01,70.8,outcome,island,percent
Occupancy_Maui,2014-05-01,71.9,outcome,island,percent
Occupancy_Maui,2014-06-01,69.5,outcome,island,percent
Occupancy_Maui,2014-07-01,71.4,outcome,island,percent
Occupancy_Maui,2014-08-01,70.9,outcome,island,percent
Occupancy_Maui,2014-09-01,74.6,outcome,island,percent
Occupancy_Maui,2014-10-01,74.1,outcome,island,percent
Occupancy_Maui,2014-11-01,73.8,outcome,island,percent
Occupancy_Maui,2014-12-01,74.7,outcome,island,percent
Occupancy_Maui,2015-01-01,73.6,outcome,island,percent
Occupancy_Maui,2015-02-01,72.8,outcome,island,percent
Occupancy_Maui,2015-03-01,74.0,outcome,island,percent
Occupancy_Maui,2015-04-01,73.0,outcome,island,percent
Occupancy_Maui,2015-05-01,75.1,outcome,island,percent
Occupancy_Maui,2015-06-01,77.3,outcome,island,percent
Occupancy_Maui,2015-07-01,73.8,outcome,island,percent
Occupancy_Maui,2015-08-01,74.3,outcome,island,percent
Occupancy_Maui,2015-09-01,73.5,outcome,island,percent
Occupancy_Maui,2015-10-01,75.0,outcome,island,percent
Occupancy_Maui,2015-11-01,75.4,outcome,island,percent
Occupancy_Maui,2015-12-01,74.6,outcome,island,percent
Occupancy_Maui,2016-01-01,74.3,outcome,island,percent
Occupancy_Maui,2016-02-01,73.7,outcome,island,percent
Occupancy_Maui,2016-03-01,75.3,outcome,island,percent
Occupancy_Maui,2016-04-01,76.3,outcome,island,percent
Occupancy_Maui,2016-05-01,75.5,outcome,island,percent
Occupancy_Maui,2016-06-01,75.8,outcome,island,percent
Occupancy_Maui,2016-07-01,74.3,outcome,island,percent
Occupancy_Maui,2016-08-01,75.9,outcome,island,percent
Occupancy_Maui,2016-09-01,77.9,outcome,island,percent
Occupancy_Maui,2016-10-01,77.4,outcome,island,percent
Occupancy_Maui,2016-11-01,76.4,outcome,island,percent
Occupancy_Maui,2016-12-01,77.5,outcome,island,percent
Occupancy_Maui,2017-01-01,76.2,outcome,island,percent
Occupancy_Maui,2017-02-01,74.4,outcome,island,percent
Occupancy_Maui,2017-03-01,75.7,outcome,island,percent
Occupancy_Maui,2017-04-01,77.7,outcome,island,percent
Occupancy_Maui,2017-05-01,78.3,outcome,island,percent
Occupancy_Maui,2017-06-01,77.1,outcome,island,percent
Occupancy_Maui,2017-07-01,77.6,outcome,island,percent
Occupancy_Maui,2017-08-01,77.5,outcome,island,percent
Occupancy_Maui,2017-09-01,78.4,outcome,island,percent
Occupancy_Maui,2017-10-01,78.1,outcome,island,percent
Occupancy_Maui,2017-11-01,78.0,outcome,island,percent
Occupancy_Maui,2017-12-01,77.3,outcome,island,percent
Occupancy_Maui,2018-01-01,77.8,outcome,island,percent
Occupancy_Maui,2018-02-01,77.3,outcome,island,percent
Occupancy_Maui,2018-03-01,75.6,outcome,island,percent
Occupancy_Maui,2018-04-01,78.0,outcome,island,percent
Occupancy_Maui,2018-05-01,78.0,outcome,island,percent
Occupancy_Maui,2018-06-01,76.1,outcome,island,percent
Occupancy_Maui,2018-07-01,78.1,outcome,island,percent
Occupancy_Maui,2018-08-01,73.6,outcome,island,percent
Occupancy_Maui,2018-09-01,76.3,outcome,island,percent
Occupancy_Maui,2018-10-01,74.1,outcome,island,percent
Occupancy_Maui,2018-11-01,76.5,outcome,island,percent
Occupancy_Maui,2018-12-01,71.9,outcome,island,percent
Occupancy_Maui,2019-01-01,74.2,outcome,island,percent
Occupancy_Maui,2019-02-01,75.2,outcome,island,percent
Occupancy_Maui,2019-03-01,75.9,outcome,island,percent
Occupancy_Maui,2019-04-01,78.0,outcome,island,percent
Occupancy_Maui,2019-05-01,78.9,outcome,island,percent
Occupancy_Maui,2019-06-01,79.0,outcome,island,percent
Occupancy_Maui,2019-07-01,79.1,outcome,island,percent
Occupancy_Maui,2019-08-01,80.6,outcome,island,percent
Occupancy_Maui,2019-09-01,77.7,outcome,island,percent
Occupancy_Maui,2019-10-01,79.7,outcome,island,percent
Occupancy_Maui,2019-11-01,77.9,outcome,island,percent
Occupancy_Maui,2019-12-01,78.3,outcome,island,percent
Occupancy_Maui,2020-01-01,76.0,outcome,island,percent
Occupancy_Maui,2020-02-01,76.3,outcome,island,percent
Occupancy_Maui,2020-03-01,45.0,outcome,island,percent
Occupancy_Maui,2020-04-01,11.0,outcome,island,percent
Occupancy_Maui,2020-05-01,12.9,outcome,island,percent
Occupancy_Maui,2020-06-01,7.0,outcome,island,percent
Occupancy_Maui,2020-07-01,11.7,outcome,island,percent
Occupancy_Maui,2020-08-01,8.8,outcome,island,percent
Occupancy_Maui,2020-09-01,17.7,outcome,island,percent
Occupancy_Maui,2020-10-01,14.9,outcome,island,percent
Occupancy_Maui,2020-11-01,21.0,outcome,island,percent
Occupancy_Maui,2020-12-01,26.3,outcome,island,percent
Occupancy_Maui,2021-01-01,21.4,outcome,island,percent
Occupancy_Maui,2021-02-01,29.4,outcome,island,percent
Occupancy_Maui,2021-03-01,46.3,outcome,island,percent
Occupancy_Maui,2021-04-01,61.9,outcome,island,percent
Occupancy_Maui,2021-05-01,69.4,outcome,island,percent
Occupancy_Maui,2021-06-01,77.3,outcome,island,percent
Occupancy_Maui,2021-07-01,79.0,outcome,island,percent
Occupancy_Maui,2021-08-01,76.5,outcome,island,percent
Occupancy_Maui,2021-09-01,64.0,outcome,island,percent
Occupancy_Maui,2021-10-01,63.5,outcome,island,percent
Occupancy_Maui,2021-11-01,67.8,outcome,island,percent
Occupancy_Maui,2021-12-01,68.8,outcome,island,percent
Occupancy_Maui,2022-01-01,59.7,outcome,island,percent
Occupancy_Maui,2022-02-01,63.5,outcome,island,percent
Occupancy_Maui,2022-03-01,69.0,outcome,island,percent
Occupancy_Maui,2022-04-01,71.8,outcome,island,percent
Occupancy_Maui,2022-05-01,69.9,outcome,island,percent
Occupancy_Maui,2022-06-01,69.1,outcome,island,percent
Occupancy_Maui,2022-07-01,69.0,outcome,island,percent
Occupancy_Maui,2022-08-01,70.9,outcome,island,percent
Occupancy_Maui,2022-09-01,70.7,outcome,island,percent
Occupancy_Maui,2022-10-01,68.4,outcome,island,percent
Occupancy_Maui,2022-11-01,67.0,outcome,island,percent
Occupancy_Maui,2022-12-01,64.4,outcome,island,percent
Occupancy_Maui,2023-01-01,65.7,outcome,island,percent
Occupancy_Maui,2023-02-01,64.7,outcome,island,percent
Occupancy_Maui,2023-03-01,66.3,outcome,island,percent
Occupancy_Maui,2023-04-01,64.8,outcome,island,percent
Occupancy_Maui,2023-05-01,66.3,outcome,island,percent
Occupancy_Maui,2023-06-01,67.2,outcome,island,percent
Occupancy_Maui,2023-07-01,66.0,outcome,island,percent
Occupancy_Maui,2023-08-01,54.8,outcome,island,percent
Occupancy_Maui,2023-09-01,68.2,outcome,island,percent
Occupancy_Maui,2023-10-01,69.5,outcome,island,percent
Occupancy_Maui,2023-11-01,69.8,outcome,island,percent
Occupancy_Maui,2023-12-01,68.9,outcome,island,percent
Occupancy_Maui,2024-01-01,68.7,outcome,island,percent
Occupancy_Maui,2024-02-01,66.5,outcome,island,percent
Occupancy_Maui,2024-03-01,65.0,outcome,island,percent
Occupancy_Maui,2024-04-01,65.5,outcome,island,percent
Occupancy_Maui,2024-05-01,61.4,outcome,island,percent
Occupancy_Maui,2024-06-01,58.1,outcome,island,percent
Occupancy_Maui,2024-07-01,59.4,outcome,island,percent
Occupancy_Maui,2024-08-01,58.2,outcome,island,percent
Occupancy_Maui,2024-09-01,57.9,outcome,island,percent
Occupancy_Maui,2024-10-01,57.4,outcome,island,percent
Occupancy_Maui,2024-11-01,59.8,outcome,island,percent
Occupancy_Maui,2024-12-01,60.3,outcome,island,percent
Occupancy_Maui,2025-01-01,59.7,outcome,island,percent
Occupancy_Maui,2025-02-01,63.3,outcome,island,percent
Occupancy_Maui,2025-03-01,64.0,outcome,island,percent
Occupancy_Maui,2025-04-01,62.0,outcome,island,percent
Occupancy_Maui,2025-05-01,62.1,outcome,island,percent
Occupancy_Maui,2025-06-01,64.2,outcome,island,percent
Occupancy_Maui,2025-07-01,65.4,outcome,island,percent
Occupancy_Maui,2025-08-01,65.5,outcome,island,percent
Occupancy_Maui,2025-09-01,65.3,outcome,island,percent
Occupancy_Maui,2025-10-01,68.3,outcome,island,percent
Occupancy_Maui,2025-11-01,67.2,outcome,island,percent
Occupancy_Maui,2025-12-01,67.5,outcome,island,percent
Occupancy_Maui,2026-01-01,68.4,outcome,island,percent
Occupancy_Maui,2026-02-01,68.9,outcome,island,percent
Occupancy_Maui,2026-03-01,64.9,outcome,island,percent
Occupancy_Maui,2026-04-01,68.0,outcome,island,percent
Occupancy_Maui,2026-05-01,69.6,outcome,island,percent
