time,unit,cases,deaths,temp,mob
2020-02-15,Alabama,0.0,0.0,63.41492537313433,136.69
2020-02-16,Alabama,0.0,0.0,63.41492537313433,97.66
2020-02-17,Alabama,0.0,0.0,63.41492537313433,113.36
2020-02-18,Alabama,0.0,0.0,63.41492537313433,108.61
2020-02-19,Alabama,0.0,0.0,63.41492537313433,112.41
2020-02-20,Alabama,0.0,0.0,63.41492537313433,116.53
2020-02-21,Alabama,0.0,0.0,63.41492537313433,148.9
2020-02-22,Alabama,0.0,0.0,63.41492537313433,141.79
2020-02-23,Alabama,0.0,0.0,63.41492537313433,100.77
2020-02-24,Alabama,0.0,0.0,63.41492537313433,109.77
2020-02-25,Alabama,0.0,0.0,63.41492537313433,115.64
2020-02-26,Alabama,0.0,0.0,63.41492537313433,116.12
2020-02-27,Alabama,0.0,0.0,63.41492537313433,125.69
2020-02-28,Alabama,0.0,0.0,63.41492537313433,152.84
2020-02-29,Alabama,0.0,0.0,63.41492537313433,149.38
2020-03-01,Alabama,0.0,0.0,63.41492537313433,104.53
2020-03-02,Alabama,0.0,0.0,63.41492537313433,110.73
2020-03-03,Alabama,0.0,0.0,63.41492537313433,115.38
2020-03-04,Alabama,0.0,0.0,63.41492537313433,110.9
2020-03-05,Alabama,0.0,0.0,63.41492537313433,124.09
2020-03-06,Alabama,0.0,0.0,63.41492537313433,157.82
2020-03-07,Alabama,0.0,0.0,63.41492537313433,158.73
2020-03-08,Alabama,0.0,0.0,63.41492537313433,109.85
2020-03-09,Alabama,0.0,0.0,63.41492537313433,119.48
2020-03-10,Alabama,0.0,0.0,63.41492537313433,119.23
2020-03-11,Alabama,0.0,0.0,63.41492537313433,119.83
2020-03-12,Alabama,0.0,0.0,63.41492537313433,129.93
2020-03-13,Alabama,6.0,0.0,63.41492537313433,143.13
2020-03-14,Alabama,12.0,0.0,63.41492537313433,139.87
2020-03-15,Alabama,23.0,0.0,63.41492537313433,94.6
2020-03-16,Alabama,29.0,0.0,62.93880597014925,101.37
2020-03-17,Alabama,39.0,0.0,66.00298507462686,94.06
2020-03-18,Alabama,51.0,0.0,68.44477611940299,91.95
2020-03-19,Alabama,78.0,0.0,71.29850746268657,91.01
2020-03-20,Alabama,106.0,0.0,69.76268656716418,96.05
2020-03-21,Alabama,131.0,0.0,60.05223880597015,80.87
2020-03-22,Alabama,157.0,0.0,58.223880597014926,56.34
2020-03-23,Alabama,196.0,0.0,66.17164179104478,68.01
2020-03-24,Alabama,242.0,0.0,70.45373134328358,70.35
2020-03-25,Alabama,386.0,1.0,67.2134328358209,74.9
2020-03-26,Alabama,538.0,3.0,69.22835820895523,77.58
2020-03-27,Alabama,639.0,4.0,73.25671641791044,83.93
2020-03-28,Alabama,720.0,4.0,74.83880597014925,73.09
2020-03-29,Alabama,830.0,5.0,70.4089552238806,55.39
2020-03-30,Alabama,947.0,11.0,65.05223880597015,69.87
2020-03-31,Alabama,999.0,14.0,56.95522388059702,65.71
2020-04-01,Alabama,1108.0,28.0,53.93134328358209,72.21
2020-04-02,Alabama,1270.0,32.0,55.832835820895525,74.02
2020-04-03,Alabama,1535.0,38.0,61.35671641791044,81.15
2020-04-04,Alabama,1632.0,44.0,66.0865671641791,63.88
2020-04-05,Alabama,1840.0,45.0,67.91492537313434,47.43
2020-04-06,Alabama,2005.0,53.0,69.07761194029851,66.24
2020-04-07,Alabama,2197.0,64.0,67.13880597014925,64.79
2020-04-08,Alabama,2498.0,67.0,71.49850746268656,67.16
2020-04-09,Alabama,2838.0,78.0,70.37462686567164,74.06
2020-04-10,Alabama,3008.0,80.0,55.84029850746269,81.02
2020-04-11,Alabama,3262.0,93.0,56.497014925373136,70.31
2020-04-12,Alabama,3583.0,93.0,65.64776119402984,38.02
2020-04-13,Alabama,3805.0,104.0,61.155223880597006,73.6
2020-04-14,Alabama,3953.0,114.0,55.37910447761194,76.29
2020-04-15,Alabama,4241.0,123.0,51.42388059701493,80.49
2020-04-16,Alabama,4404.0,137.0,54.940298507462686,84.27
2020-04-17,Alabama,4572.0,151.0,62.89253731343284,93.82
2020-04-18,Alabama,4723.0,147.0,62.60298507462686,83.72
2020-04-19,Alabama,4903.0,160.0,60.02089552238806,53.0
2020-04-20,Alabama,5078.0,164.0,62.55074626865671,85.85
2020-04-21,Alabama,5327.0,186.0,63.516417910447764,86.77
2020-04-22,Alabama,5610.0,201.0,60.80298507462687,86.64
2020-04-23,Alabama,5832.0,197.0,62.973134328358206,77.99
2020-04-24,Alabama,6026.0,209.0,64.53134328358209,103.96
2020-04-25,Alabama,6213.0,213.0,66.97014925373135,91.72
2020-04-26,Alabama,6421.0,219.0,60.007462686567166,71.99
2020-04-27,Alabama,6539.0,228.0,58.87313432835821,89.64
2020-04-28,Alabama,6750.0,242.0,66.32686567164178,92.04
2020-04-29,Alabama,6925.0,262.0,65.12537313432836,85.27
2020-04-30,Alabama,7068.0,272.0,59.855223880597016,102.2
2020-05-01,Alabama,7294.0,289.0,62.30298507462687,119.89
2020-05-02,Alabama,7611.0,288.0,67.49850746268656,110.38
2020-05-03,Alabama,7888.0,290.0,70.15074626865672,88.34
2020-05-04,Alabama,8112.0,298.0,72.42089552238805,104.61
2020-05-05,Alabama,8437.0,315.0,71.22388059701493,106.75
2020-05-06,Alabama,8691.0,343.0,62.94776119402985,111.02
2020-05-07,Alabama,9046.0,369.0,57.05522388059701,117.71
2020-05-08,Alabama,9385.0,383.0,58.82686567164179,124.49
2020-05-09,Alabama,9668.0,390.0,55.06716417910448,124.61
2020-05-10,Alabama,9889.0,393.0,59.39850746268657,90.78
2020-05-11,Alabama,10164.0,403.0,59.71194029850746,102.33333333333333
2020-05-12,Alabama,10464.0,435.0,62.25671641791045,113.88666666666667
2020-05-13,Alabama,10700.0,450.0,68.73134328358209,125.44
2020-05-14,Alabama,11101.0,473.0,72.77611940298507,134.74
2020-05-15,Alabama,11373.0,483.0,72.41940298507463,152.9
2020-05-16,Alabama,11674.0,485.0,74.52537313432836,146.28
2020-05-17,Alabama,11771.0,488.0,72.75671641791044,109.82
2020-05-18,Alabama,12086.0,489.0,71.28805970149254,128.19
2020-05-19,Alabama,12376.0,504.0,68.1134328358209,133.12
2020-05-20,Alabama,13052.0,522.0,66.96865671641791,137.13
2020-05-21,Alabama,13414.0,529.0,68.9731343283582,150.24
2020-05-22,Alabama,13670.0,541.0,73.3179104477612,174.64
2020-05-23,Alabama,14149.0,549.0,74.09402985074627,162.0
2020-05-24,Alabama,14478.0,551.0,75.77164179104477,124.74
2020-05-25,Alabama,14986.0,566.0,76.99701492537314,132.84
2020-05-26,Alabama,15650.0,580.0,71.07761194029851,134.48
2020-05-27,Alabama,16032.0,583.0,70.19104477611941,134.02
2020-05-28,Alabama,16530.0,591.0,73.79850746268657,149.39
2020-05-29,Alabama,17031.0,610.0,74.92537313432835,169.27
2020-05-30,Alabama,17359.0,618.0,75.17611940298508,168.52
2020-05-31,Alabama,17952.0,630.0,73.53432835820895,129.4
2020-06-01,Alabama,18534.0,646.0,74.72537313432836,136.28
2020-06-02,Alabama,18771.0,653.0,76.7089552238806,133.65
2020-06-03,Alabama,18851.0,653.0,75.95820895522388,137.76
2020-06-04,Alabama,19072.0,653.0,76.92985074626866,147.09
2020-06-05,Alabama,19387.0,676.0,77.70298507462687,167.31
2020-06-06,Alabama,20043.0,689.0,76.87462686567164,173.86
2020-06-07,Alabama,20500.0,692.0,77.77611940298507,119.63
2020-06-08,Alabama,20925.0,718.0,78.16716417910447,134.97
2020-06-09,Alabama,21422.0,729.0,78.24477611940299,138.03
2020-06-10,Alabama,21989.0,744.0,79.62238805970149,146.65
2020-06-11,Alabama,22845.0,755.0,73.94477611940299,160.02
2020-06-12,Alabama,23710.0,769.0,74.96417910447762,184.52
2020-06-13,Alabama,24601.0,773.0,76.22985074626865,195.3
2020-06-14,Alabama,25615.0,773.0,75.66417910447761,142.93
2020-06-15,Alabama,26272.0,774.0,74.2641791044776,142.93
2020-06-16,Alabama,26912.0,785.0,70.95522388059702,142.93
2020-06-17,Alabama,27312.0,790.0,71.08955223880596,142.93
2020-06-18,Alabama,28206.0,810.0,74.00746268656717,142.93
2020-06-19,Alabama,29002.0,822.0,77.11194029850746,142.93
2020-06-20,Alabama,29549.0,838.0,79.26716417910447,142.93
2020-06-21,Alabama,30021.0,839.0,78.43134328358208,142.93
2020-06-22,Alabama,30454.0,841.0,75.48805970149253,142.93
2020-06-23,Alabama,31097.0,864.0,76.29552238805971,142.93
2020-06-24,Alabama,32064.0,891.0,73.1044776119403,142.93
2020-06-25,Alabama,33206.0,896.0,75.65223880597014,142.93
2020-06-26,Alabama,34183.0,907.0,73.9731343283582,142.93
2020-06-27,Alabama,35083.0,919.0,77.52089552238806,142.93
2020-06-28,Alabama,35441.0,919.0,80.63283582089552,142.93
2020-06-29,Alabama,37175.0,929.0,80.35074626865672,142.93
2020-06-30,Alabama,38045.0,950.0,78.88507462686567,142.93
2020-02-15,Arizona,1.0,0.0,54.626666666666665,130.54
2020-02-16,Arizona,1.0,0.0,54.626666666666665,100.38
2020-02-17,Arizona,1.0,0.0,54.626666666666665,112.58
2020-02-18,Arizona,1.0,0.0,54.626666666666665,112.31
2020-02-19,Arizona,1.0,0.0,54.626666666666665,117.05
2020-02-20,Arizona,1.0,0.0,54.626666666666665,121.7
2020-02-21,Arizona,1.0,0.0,54.626666666666665,138.9
2020-02-22,Arizona,1.0,0.0,54.626666666666665,131.76
2020-02-23,Arizona,1.0,0.0,54.626666666666665,104.95
2020-02-24,Arizona,1.0,0.0,54.626666666666665,115.16
2020-02-25,Arizona,1.0,0.0,54.626666666666665,117.05
2020-02-26,Arizona,1.0,0.0,54.626666666666665,117.74
2020-02-27,Arizona,1.0,0.0,54.626666666666665,123.17
2020-02-28,Arizona,1.0,0.0,54.626666666666665,139.76
2020-02-29,Arizona,1.0,0.0,54.626666666666665,144.6
2020-03-01,Arizona,1.0,0.0,54.626666666666665,103.5
2020-03-02,Arizona,1.0,0.0,54.626666666666665,113.16
2020-03-03,Arizona,2.0,0.0,54.626666666666665,116.05
2020-03-04,Arizona,2.0,0.0,54.626666666666665,119.27
2020-03-05,Arizona,2.0,0.0,54.626666666666665,125.91
2020-03-06,Arizona,3.0,0.0,54.626666666666665,144.49
2020-03-07,Arizona,5.0,0.0,54.626666666666665,136.64
2020-03-08,Arizona,5.0,0.0,54.626666666666665,102.42
2020-03-09,Arizona,6.0,0.0,54.626666666666665,116.4
2020-03-10,Arizona,6.0,0.0,54.626666666666665,114.82
2020-03-11,Arizona,9.0,0.0,54.626666666666665,113.16
2020-03-12,Arizona,9.0,0.0,54.626666666666665,110.59
2020-03-13,Arizona,9.0,0.0,54.626666666666665,120.62
2020-03-14,Arizona,12.0,0.0,54.626666666666665,113.76
2020-03-15,Arizona,13.0,0.0,54.626666666666665,85.38
2020-03-16,Arizona,18.0,0.0,55.65333333333333,94.73
2020-03-17,Arizona,20.0,0.0,55.333333333333336,88.27
2020-03-18,Arizona,28.0,0.0,48.00666666666667,75.71
2020-03-19,Arizona,47.0,0.0,46.07333333333334,76.44
2020-03-20,Arizona,70.0,1.0,49.306666666666665,80.42
2020-03-21,Arizona,104.0,1.0,53.62,70.35
2020-03-22,Arizona,153.0,2.0,53.980000000000004,51.77
2020-03-23,Arizona,234.0,2.0,55.28666666666666,64.11
2020-03-24,Arizona,326.0,6.0,55.11333333333334,63.48
2020-03-25,Arizona,402.0,6.0,58.013333333333335,62.87
2020-03-26,Arizona,508.0,8.0,54.980000000000004,62.83
2020-03-27,Arizona,665.0,15.0,45.50666666666667,68.31
2020-03-28,Arizona,773.0,15.0,47.913333333333334,62.77
2020-03-29,Arizona,930.0,18.0,54.04,48.89
2020-03-30,Arizona,1169.0,20.0,54.44666666666667,59.53
2020-03-31,Arizona,1298.0,24.0,58.413333333333334,58.64
2020-04-01,Arizona,1413.0,29.0,63.0,55.66
2020-04-02,Arizona,1600.0,35.0,61.42666666666666,57.09
2020-04-03,Arizona,1769.0,41.0,59.160000000000004,64.52
2020-04-04,Arizona,2019.0,53.0,59.72666666666667,56.58
2020-04-05,Arizona,2269.0,64.0,60.42666666666666,44.47
2020-04-06,Arizona,2466.0,67.0,59.67333333333333,55.74
2020-04-07,Arizona,2577.0,77.0,59.71333333333334,57.27
2020-04-08,Arizona,2726.0,80.0,58.693333333333335,57.05
2020-04-09,Arizona,3018.0,89.0,54.486666666666665,59.81
2020-04-10,Arizona,3112.0,97.0,55.05333333333333,67.34
2020-04-11,Arizona,3393.0,112.0,52.413333333333334,58.92
2020-04-12,Arizona,3539.0,117.0,54.67333333333333,39.08
2020-04-13,Arizona,3702.0,122.0,55.88,58.1
2020-04-14,Arizona,3806.0,131.0,54.806666666666665,60.25
2020-04-15,Arizona,3962.0,142.0,57.126666666666665,65.15
2020-04-16,Arizona,4234.0,152.0,61.17333333333333,66.07
2020-04-17,Arizona,4507.0,174.0,61.79333333333333,74.91
2020-04-18,Arizona,4719.0,181.0,58.82,69.2
2020-04-19,Arizona,4929.0,188.0,60.406666666666666,54.55
2020-04-20,Arizona,5064.0,191.0,63.77333333333333,66.37
2020-04-21,Arizona,5251.0,213.0,61.72,65.41
2020-04-22,Arizona,5459.0,236.0,64.49333333333333,67.08
2020-04-23,Arizona,5769.0,257.0,69.25333333333333,70.15
2020-04-24,Arizona,6045.0,268.0,71.38666666666667,78.6
2020-04-25,Arizona,6280.0,275.0,72.27333333333333,73.7
2020-04-26,Arizona,6526.0,277.0,75.01333333333334,57.21
2020-04-27,Arizona,6716.0,277.0,75.24,68.56
2020-04-28,Arizona,6948.0,297.0,75.19333333333334,69.72
2020-04-29,Arizona,7202.0,308.0,77.92666666666668,71.36
2020-04-30,Arizona,7648.0,320.0,77.57333333333332,74.91
2020-05-01,Arizona,7962.0,330.0,76.09333333333333,86.46
2020-05-02,Arizona,8364.0,353.0,74.53333333333333,82.43
2020-05-03,Arizona,8640.0,362.0,73.22,63.34
2020-05-04,Arizona,8919.0,362.0,72.96666666666667,74.81
2020-05-05,Arizona,9305.0,395.0,75.24,77.27
2020-05-06,Arizona,9707.0,426.0,78.18,76.81
2020-05-07,Arizona,9945.0,450.0,78.09333333333333,79.84
2020-05-08,Arizona,10526.0,517.0,76.32666666666667,92.28
2020-05-09,Arizona,10960.0,532.0,76.64666666666668,88.21
2020-05-10,Arizona,11119.0,536.0,76.17333333333333,64.73
2020-05-11,Arizona,11380.0,542.0,74.08,72.03666666666668
2020-05-12,Arizona,11736.0,562.0,71.94666666666667,79.34333333333333
2020-05-13,Arizona,12176.0,594.0,69.44666666666667,86.65
2020-05-14,Arizona,12674.0,624.0,69.28666666666666,90.42
2020-05-15,Arizona,13169.0,651.0,71.40666666666667,105.59
2020-05-16,Arizona,13631.0,679.0,74.58666666666666,102.23
2020-05-17,Arizona,13937.0,680.0,75.96000000000001,82.71
2020-05-18,Arizona,14170.0,686.0,75.38666666666667,94.07
2020-05-19,Arizona,14566.0,704.0,70.72666666666667,96.78
2020-05-20,Arizona,14897.0,747.0,65.04666666666667,98.76
2020-05-21,Arizona,15315.0,763.0,67.33333333333333,104.29
2020-05-22,Arizona,15608.0,775.0,70.88666666666667,122.56
2020-05-23,Arizona,16040.0,799.0,70.96000000000001,113.6
2020-05-24,Arizona,16339.0,800.0,70.48,94.35
2020-05-25,Arizona,16561.0,806.0,72.47333333333333,91.23
2020-05-26,Arizona,16783.0,807.0,76.50666666666666,101.33
2020-05-27,Arizona,17262.0,831.0,81.83333333333333,102.94
2020-05-28,Arizona,17763.0,857.0,84.48,105.51
2020-05-29,Arizona,18465.0,885.0,84.88666666666667,118.85
2020-05-30,Arizona,19255.0,903.0,84.02,112.7
2020-05-31,Arizona,19936.0,906.0,82.25333333333333,89.01
2020-06-01,Arizona,20123.0,918.0,81.20666666666666,96.6
2020-06-02,Arizona,21250.0,943.0,82.83333333333333,97.19
2020-06-03,Arizona,22245.0,983.0,85.71333333333334,100.95
2020-06-04,Arizona,22818.0,1000.0,86.7,104.35
2020-06-05,Arizona,24369.0,1016.0,84.00666666666666,118.37
2020-06-06,Arizona,25517.0,1046.0,75.72,114.9
2020-06-07,Arizona,26924.0,1048.0,74.14666666666668,91.71
2020-06-08,Arizona,27761.0,1052.0,69.16666666666667,105.28
2020-06-09,Arizona,28396.0,1074.0,69.31333333333333,105.58
2020-06-10,Arizona,29981.0,1100.0,77.2,106.65
2020-06-11,Arizona,31525.0,1130.0,82.32666666666667,111.32
2020-06-12,Arizona,33167.0,1157.0,84.0,125.01
2020-06-13,Arizona,34773.0,1190.0,81.38666666666667,122.7
2020-06-14,Arizona,35953.0,1194.0,79.33999999999999,100.07
2020-06-15,Arizona,37005.0,1204.0,80.25333333333333,100.07
2020-06-16,Arizona,39298.0,1228.0,81.26666666666667,100.07
2020-06-17,Arizona,41159.0,1252.0,79.74,100.07
2020-06-18,Arizona,43731.0,1287.0,79.00666666666666,100.07
2020-06-19,Arizona,46914.0,1322.0,79.21333333333334,100.07
2020-06-20,Arizona,50198.0,1347.0,81.61333333333333,100.07
2020-06-21,Arizona,52666.0,1350.0,84.01333333333334,100.07
2020-06-22,Arizona,54767.0,1354.0,85.21333333333334,100.07
2020-06-23,Arizona,58397.0,1398.0,85.52666666666667,100.07
2020-06-24,Arizona,60207.0,1467.0,85.99333333333334,100.07
2020-06-25,Arizona,63297.0,1495.0,86.11333333333333,100.07
2020-06-26,Arizona,66676.0,1537.0,85.72,100.07
2020-06-27,Arizona,70152.0,1581.0,83.77333333333333,100.07
2020-06-28,Arizona,73961.0,1594.0,81.95333333333333,100.07
2020-06-29,Arizona,74602.0,1598.0,78.53999999999999,100.07
2020-06-30,Arizona,79399.0,1645.0,77.35333333333332,100.07
2020-02-15,California,7.0,0.0,42.64035087719298,130.03
2020-02-16,California,7.0,0.0,42.64035087719298,106.16
2020-02-17,California,7.0,0.0,42.64035087719298,111.6
2020-02-18,California,7.0,0.0,42.64035087719298,113.94
2020-02-19,California,7.0,0.0,42.64035087719298,114.47
2020-02-20,California,8.0,0.0,42.64035087719298,120.36
2020-02-21,California,9.0,0.0,42.64035087719298,137.45
2020-02-22,California,9.0,0.0,42.64035087719298,129.22
2020-02-23,California,9.0,0.0,42.64035087719298,103.92
2020-02-24,California,11.0,0.0,42.64035087719298,111.7
2020-02-25,California,11.0,0.0,42.64035087719298,114.15
2020-02-26,California,26.0,0.0,42.64035087719298,115.08
2020-02-27,California,26.0,0.0,42.64035087719298,119.27
2020-02-28,California,27.0,0.0,42.64035087719298,136.49
2020-02-29,California,28.0,0.0,42.64035087719298,131.51
2020-03-01,California,33.0,0.0,42.64035087719298,98.24
2020-03-02,California,38.0,0.0,42.64035087719298,107.42
2020-03-03,California,45.0,0.0,42.64035087719298,115.82
2020-03-04,California,55.0,1.0,42.64035087719298,112.66
2020-03-05,California,67.0,1.0,42.64035087719298,118.41
2020-03-06,California,81.0,1.0,42.64035087719298,133.54
2020-03-07,California,100.0,1.0,42.64035087719298,124.57
2020-03-08,California,112.0,1.0,42.64035087719298,97.19
2020-03-09,California,172.0,2.0,42.64035087719298,103.6
2020-03-10,California,179.0,3.0,42.64035087719298,104.83
2020-03-11,California,202.0,4.0,42.64035087719298,105.59
2020-03-12,California,252.0,4.0,42.64035087719298,103.43
2020-03-13,California,320.0,5.0,42.64035087719298,106.77
2020-03-14,California,381.0,5.0,42.64035087719298,86.16
2020-03-15,California,478.0,6.0,42.64035087719298,66.24
2020-03-16,California,588.0,11.0,40.51929824561403,77.57
2020-03-17,California,732.0,14.0,39.987719298245615,68.07
2020-03-18,California,893.0,17.0,41.164912280701756,63.09
2020-03-19,California,1067.0,19.0,42.82631578947368,60.53
2020-03-20,California,1283.0,24.0,45.454385964912284,59.09
2020-03-21,California,1544.0,28.0,47.87017543859649,49.54
2020-03-22,California,1851.0,35.0,49.62456140350877,38.73
2020-03-23,California,2240.0,39.0,47.41228070175438,47.87
2020-03-24,California,2644.0,52.0,44.58070175438596,47.95
2020-03-25,California,3183.0,68.0,41.714035087719296,48.01
2020-03-26,California,4060.0,83.0,40.70175438596491,48.85
2020-03-27,California,4915.0,104.0,43.25614035087719,53.87
2020-03-28,California,5566.0,122.0,45.175438596491226,45.24
2020-03-29,California,6321.0,132.0,47.512280701754385,37.42
2020-03-30,California,7421.0,147.0,50.04912280701755,47.97
2020-03-31,California,8583.0,184.0,53.14035087719298,48.72
2020-04-01,California,9857.0,212.0,49.324561403508774,49.62
2020-04-02,California,11190.0,247.0,47.45614035087719,49.1
2020-04-03,California,12569.0,282.0,48.07017543859649,55.49
2020-04-04,California,13796.0,323.0,46.86666666666667,46.36
2020-04-05,California,15202.0,351.0,45.65964912280702,35.48
2020-04-06,California,16361.0,386.0,43.80350877192983,43.85
2020-04-07,California,17540.0,447.0,47.85263157894737,45.44
2020-04-08,California,19043.0,506.0,50.666666666666664,46.02
2020-04-09,California,20191.0,548.0,49.38245614035088,45.78
2020-04-10,California,21366.0,594.0,51.717543859649126,53.26
2020-04-11,California,22421.0,632.0,53.3719298245614,50.09
2020-04-12,California,23323.0,676.0,53.52456140350878,33.83
2020-04-13,California,24334.0,725.0,53.90877192982457,48.35
2020-04-14,California,25758.0,778.0,56.97719298245614,51.04
2020-04-15,California,27107.0,885.0,59.175438596491226,54.19
2020-04-16,California,28142.0,971.0,57.77894736842106,54.41
2020-04-17,California,29398.0,1050.0,54.0859649122807,60.08
2020-04-18,California,30829.0,1146.0,51.97894736842105,54.76
2020-04-19,California,31544.0,1176.0,52.80701754385965,45.63
2020-04-20,California,33862.0,1223.0,52.18245614035088,54.55
2020-04-21,California,35844.0,1316.0,55.34035087719298,54.87
2020-04-22,California,37573.0,1425.0,61.05614035087719,57.01
2020-04-23,California,39534.0,1548.0,63.708771929824564,59.03
2020-04-24,California,41368.0,1619.0,66.74912280701754,66.53
2020-04-25,California,42590.0,1692.0,67.16666666666667,62.01
2020-04-26,California,43691.0,1716.0,64.7,51.05
2020-04-27,California,45208.0,1800.0,64.33333333333333,58.46
2020-04-28,California,46570.0,1884.0,68.51754385964912,60.66
2020-04-29,California,48904.0,1961.0,66.04561403508772,61.24
2020-04-30,California,50470.0,2057.0,62.69824561403509,64.44
2020-05-01,California,52318.0,2147.0,60.88070175438596,73.47
2020-05-02,California,53753.0,2213.0,58.99122807017544,68.46
2020-05-03,California,55072.0,2235.0,57.74035087719298,57.11
2020-05-04,California,56333.0,2297.0,60.92456140350877,65.18
2020-05-05,California,58848.0,2386.0,63.19649122807017,67.93
2020-05-06,California,60787.0,2478.0,64.56315789473685,67.97
2020-05-07,California,62481.0,2561.0,68.74736842105263,70.65
2020-05-08,California,64616.0,2650.0,70.91052631578947,82.5
2020-05-09,California,66824.0,2732.0,69.01228070175438,79.74
2020-05-10,California,68051.0,2769.0,64.43859649122807,63.04
2020-05-11,California,69514.0,2820.0,58.51754385964912,66.57333333333334
2020-05-12,California,71150.0,2902.0,54.82105263157895,70.10666666666667
2020-05-13,California,73218.0,3014.0,54.296491228070174,73.64
2020-05-14,California,74947.0,3039.0,56.333333333333336,76.73
2020-05-15,California,77015.0,3192.0,59.84035087719298,90.21
2020-05-16,California,78933.0,3254.0,62.53859649122807,86.58
2020-05-17,California,80366.0,3290.0,59.512280701754385,69.9
2020-05-18,California,81943.0,3322.0,53.608771929824556,75.55
2020-05-19,California,83981.0,3422.0,52.69649122807017,80.95
2020-05-20,California,86125.0,3514.0,56.29824561403509,83.81
2020-05-21,California,88488.0,3624.0,61.32280701754386,87.83
2020-05-22,California,90801.0,3690.0,59.440350877192984,102.51
2020-05-23,California,92815.0,3768.0,61.6280701754386,95.55
2020-05-24,California,94743.0,3790.0,67.34035087719299,83.01
2020-05-25,California,97017.0,3808.0,73.54035087719299,79.84
2020-05-26,California,99924.0,3859.0,76.64035087719299,88.59
2020-05-27,California,101873.0,3961.0,77.28947368421052,90.35
2020-05-28,California,104071.0,4042.0,75.76491228070176,92.01
2020-05-29,California,107043.0,4144.0,69.81754385964912,103.48
2020-05-30,California,110100.0,4214.0,60.73684210526316,97.8
2020-05-31,California,113114.0,4242.0,62.09473684210526,78.67
2020-06-01,California,115643.0,4287.0,66.39473684210526,83.71
2020-06-02,California,118081.0,4360.0,72.97543859649123,84.86
2020-06-03,California,120407.0,4422.0,77.00526315789475,90.83
2020-06-04,California,122917.0,4484.0,75.52105263157894,93.75
2020-06-05,California,126510.0,4550.0,64.1842105263158,106.01
2020-06-06,California,129147.0,4626.0,57.396491228070175,102.78
2020-06-07,California,131997.0,4653.0,54.63508771929824,87.27
2020-06-08,California,134287.0,4679.0,60.17017543859649,95.33
2020-06-09,California,137245.0,4775.0,68.07368421052631,98.79
2020-06-10,California,140139.0,4869.0,72.57192982456141,101.4
2020-06-11,California,143709.0,4941.0,72.04912280701755,104.13
2020-06-12,California,147285.0,4986.0,62.454385964912284,118.96
2020-06-13,California,150434.0,5059.0,58.72456140350877,114.95
2020-06-14,California,152953.0,5089.0,63.91754385964913,97.82
2020-06-15,California,155662.0,5120.0,65.57894736842105,97.82
2020-06-16,California,159131.0,5202.0,62.652631578947364,97.82
2020-06-17,California,163381.0,5283.0,66.51754385964912,97.82
2020-06-18,California,167135.0,5359.0,71.40175438596492,97.82
2020-06-19,California,170843.0,5425.0,72.11052631578947,97.82
2020-06-20,California,174854.0,5495.0,71.3438596491228,97.82
2020-06-21,California,178807.0,5517.0,72.89298245614034,97.82
2020-06-22,California,184620.0,5561.0,75.57719298245614,97.82
2020-06-23,California,191039.0,5637.0,76.43333333333334,97.82
2020-06-24,California,195889.0,5728.0,75.84035087719298,97.82
2020-06-25,California,201413.0,5810.0,76.05789473684212,97.82
2020-06-26,California,207027.0,5872.0,77.59649122807018,97.82
2020-06-27,California,211453.0,5902.0,74.69649122807017,97.82
2020-06-28,California,216955.0,5937.0,65.2701754385965,97.82
2020-06-29,California,223995.0,5979.0,65.46140350877194,97.82
2020-06-30,California,232153.0,6083.0,69.54385964912281,97.82
2020-02-15,Colorado,0.0,0.0,36.98032786885246,128.72
2020-02-16,Colorado,0.0,0.0,36.98032786885246,100.63
2020-02-17,Colorado,0.0,0.0,36.98032786885246,107.58
2020-02-18,Colorado,0.0,0.0,36.98032786885246,103.31
2020-02-19,Colorado,0.0,0.0,36.98032786885246,110.41
2020-02-20,Colorado,0.0,0.0,36.98032786885246,118.35
2020-02-21,Colorado,0.0,0.0,36.98032786885246,135.04
2020-02-22,Colorado,0.0,0.0,36.98032786885246,127.98
2020-02-23,Colorado,0.0,0.0,36.98032786885246,87.4
2020-02-24,Colorado,0.0,0.0,36.98032786885246,102.7
2020-02-25,Colorado,0.0,0.0,36.98032786885246,100.77
2020-02-26,Colorado,0.0,0.0,36.98032786885246,108.61
2020-02-27,Colorado,0.0,0.0,36.98032786885246,114.51
2020-02-28,Colorado,0.0,0.0,36.98032786885246,134.84
2020-02-29,Colorado,0.0,0.0,36.98032786885246,126.96
2020-03-01,Colorado,0.0,0.0,36.98032786885246,94.51
2020-03-02,Colorado,0.0,0.0,36.98032786885246,100.58
2020-03-03,Colorado,0.0,0.0,36.98032786885246,110.88
2020-03-04,Colorado,0.0,0.0,36.98032786885246,112.17
2020-03-05,Colorado,2.0,0.0,36.98032786885246,116.0
2020-03-06,Colorado,8.0,0.0,36.98032786885246,136.61
2020-03-07,Colorado,8.0,0.0,36.98032786885246,135.28
2020-03-08,Colorado,8.0,0.0,36.98032786885246,99.99
2020-03-09,Colorado,12.0,0.0,36.98032786885246,108.5
2020-03-10,Colorado,17.0,0.0,36.98032786885246,109.98
2020-03-11,Colorado,34.0,0.0,36.98032786885246,111.84
2020-03-12,Colorado,49.0,1.0,36.98032786885246,107.94
2020-03-13,Colorado,78.0,2.0,36.98032786885246,107.67
